Date,MSFT,AAPL
2000-04-19,26.26226,3.891816
2000-04-20,26.345697,3.819521
2000-04-24,22.236355,3.871734
2000-04-25,23.154181,4.122753
2000-04-26,22.695265,3.89784
2000-04-27,23.3002,4.072551
2000-04-28,23.279339,3.986199
2000-05-01,24.51005,3.994231
2000-05-02,23.321051,3.78739
2000-05-03,23.550514,3.697024
2000-05-04,23.508791,3.556453
2000-05-05,23.738247,3.634771
2000-05-08,23.3002,3.538379
2000-05-09,22.63269,3.387767
2000-05-10,22.090342,3.190968
2000-05-11,22.653547,3.303425
2000-05-12,22.966442,3.458053
2000-05-15,23.154181,3.245188
2000-05-16,23.195906,3.3958
2000-05-17,22.590969,3.257236
2000-05-18,22.090342,3.237155
2000-05-19,21.714865,3.020274
2000-05-22,21.422829,2.889744
2000-05-23,21.089077,2.757205
2000-05-24,21.881744,2.81745
2000-05-25,20.525866,2.803894
2000-05-26,20.505003,2.775278
2000-05-30,21.151653,2.813433
2000-05-31,20.880474,2.698968
2000-06-01,21.547985,2.863637
2000-06-02,22.132055,2.974086
2000-06-05,22.319796,2.933922
2000-06-06,23.237614,2.984127
2000-06-07,23.529657,3.102608
2000-06-08,22.966442,3.04638
2000-06-09,22.966442,3.076503
2000-06-12,22.319796,2.929907
2000-06-13,22.653547,3.036339
2000-06-14,23.529657,2.905808
2000-06-15,24.155441,2.968061
2000-06-16,24.218019,2.929907
2000-06-19,24.593487,3.104617
2000-06-20,25.010681,3.25322
2000-06-21,26.929764,3.574527
2000-06-22,26.658596,3.454037
2000-06-23,25.928511,3.321498
2000-06-26,26.533442,3.478135
2000-06-27,26.303993,3.325514
2000-06-28,26.345697,3.498216
2000-06-29,25.761635,3.293384
2000-06-30,26.700317,3.365678
2000-07-03,26.700317,3.425922
2000-07-05,26.199682,3.317482
2000-07-06,27.013203,3.329531
2000-07-07,27.367825,3.498216
2000-07-10,26.512566,3.670918
2000-07-11,26.408278,3.658869
2000-07-12,26.804611,3.783375
2000-07-13,26.679459,3.630754
2000-07-14,26.345697,3.707065
2000-07-17,26.095385,3.747228
2000-07-18,26.199682,3.678951
2000-07-19,24.405764,3.385759
2000-07-20,24.968969,3.542396
2000-07-21,24.134583,3.441988
2000-07-24,23.550514,3.128714
2000-07-25,23.029022,3.217074
2000-07-26,22.63269,3.217074
2000-07-27,23.154181,3.341579
2000-07-28,23.258472,3.104617
2000-07-31,23.3002,3.26527
2000-08-01,22.924728,3.168878
2000-08-02,23.154181,3.036339
2000-08-03,23.446207,3.084535
2000-08-04,23.070745,3.044372
2000-08-07,23.362776,3.080518
2000-08-08,24.739513,3.004208
2000-08-09,24.781223,3.052405
2000-08-10,24.238876,3.056421
2000-08-11,24.176304,3.064454
2000-08-14,24.092863,3.02429
2000-08-15,23.905119,3.000192
2000-08-16,23.696526,3.116665
2000-08-17,23.88427,3.305432
2000-08-18,23.696526,3.213057
2000-08-21,23.571375,3.245188
2000-08-22,23.779966,3.321498
2000-08-23,23.613091,3.490184
2000-08-24,23.738247,3.605648
2000-08-25,23.571375,3.650837
2000-08-28,23.800823,3.731163
2000-08-29,23.675671,3.803456
2000-08-30,23.362776,3.823538
2000-08-31,23.3002,3.915914
2000-09-01,23.425352,4.076567
2000-09-05,23.404488,4.012305
2000-09-06,23.175037,3.75526
2000-09-07,23.383638,3.98419
2000-09-08,23.13332,3.783375
2000-09-11,22.966442,3.75526
2000-09-12,22.736986,3.711082
2000-09-13,22.778704,3.727146
2000-09-14,21.965181,3.653844
2000-09-15,21.422829,3.54942
2000-09-18,21.026497,3.897837
2000-09-19,21.694002,3.851651
2000-09-20,21.443682,3.922938
2000-09-21,21.422829,3.642803
2000-09-22,21.109936,3.353629
2000-09-25,20.442427,3.437971
2000-09-26,20.922195,3.305432
2000-09-27,20.233837,3.14478
2000-09-28,20.463285,3.437971
2000-09-29,20.129534,1.654725
2000-10-02,19.733202,1.558333
2000-10-03,18.877962,1.433827
2000-10-04,18.502481,1.518169
2000-10-05,18.481627,1.417761
2000-10-06,18.544201,1.425794
2000-10-09,18.085293,1.39768
2000-10-10,18.210447,1.341451
2000-10-11,18.606787,1.261125
2000-10-12,18.147877,1.285223
2000-10-13,17.939278,1.417761
2000-10-16,16.812859,1.381615
2000-10-17,16.833717,1.293256
2000-10-18,17.271767,1.293256
2000-10-19,20.651024,1.216945
2000-10-20,21.756586,1.253093
2000-10-23,20.734467,1.309321
2000-10-24,20.525866,1.212929
2000-10-25,20.442427,1.188831
2000-10-26,21.506264,1.188831
2000-10-27,22.590969,1.192847
2000-10-30,23.049879,1.241043
2000-10-31,22.987303,1.257109
2000-11-01,23.237614,1.317354
2000-11-02,23.467073,1.433827
2000-11-03,22.778704,1.429811
2000-11-06,23.195906,1.377598
2000-11-07,23.529657,1.369566
2000-11-08,23.175037,1.289239
2000-11-09,23.654808,1.297272
2000-11-10,22.486673,1.224978
2000-11-13,22.173779,1.245059
2000-11-14,22.966442,1.301288
2000-11-15,23.383638,1.27719
2000-11-16,23.008158,1.220962
2000-11-17,23.049879,1.188831
2000-11-20,22.424088,1.216945
2000-11-21,22.611824,1.208913
2000-11-22,22.778704,1.188831
2000-11-24,23.341913,1.241043
2000-11-27,23.592232,1.20088
2000-11-28,22.361515,1.158706
2000-11-29,21.714865,1.128587
2000-11-30,19.149137,1.060309
2000-12-01,18.898817,1.096456
2000-12-04,18.836233,1.072358
2000-12-05,19.983515,1.09244
2000-12-06,18.919676,0.919738
2000-12-07,17.730673,0.919738
2000-12-08,18.168739,0.967934
2000-12-11,19.378593,0.975966
2000-12-12,19.482883,0.988015
2000-12-13,19.10742,0.963917
2000-12-14,18.523344,0.92777
2000-12-15,16.416527,0.903672
2000-12-18,15.957609,0.915721
2000-12-19,14.956348,0.899656
2000-12-20,13.850787,0.923754
2000-12-21,14.497445,0.903672
2000-12-22,15.498702,0.963917
2000-12-26,15.64471,0.943836
2000-12-27,15.498702,0.951868
2000-12-28,14.872909,0.951868
2000-12-29,14.476571,0.955884
2001-01-02,14.476571,0.955884
2001-01-03,15.99933,1.052276
2001-01-04,16.166206,1.096456
2001-01-05,16.395658,1.052276
2001-01-08,16.333082,1.064325
2001-01-09,17.292624,1.104488
2001-01-10,17.647247,1.064325
2001-01-11,18.35647,1.1567
2001-01-12,17.855833,1.104488
2001-01-16,17.542936,1.100472
2001-01-17,17.668095,1.08039
2001-01-18,18.523344,1.20088
2001-01-19,20.358984,1.253093
2001-01-22,20.066957,1.237027
2001-01-23,20.212976,1.317354
2001-01-24,21.005636,1.317354
2001-01-25,20.630165,1.281206
2001-01-26,21.36025,1.257109
2001-01-29,21.527122,1.393664
2001-01-30,21.151653,1.39768
2001-01-31,20.379845,1.389647
2001-02-01,20.817898,1.357517
2001-02-02,20.296412,1.325386
2001-02-05,20.671881,1.297272
2001-02-06,20.880474,1.357517
2001-02-07,21.589705,1.333419
2001-02-08,20.77618,1.333419
2001-02-09,19.733202,1.228994
2001-02-12,19.608047,1.265141
2001-02-13,19.420309,1.228994
2001-02-14,19.482883,1.253093
2001-02-15,19.628902,1.289239
2001-02-16,19.128269,1.220962
2001-02-20,18.6485,1.176782
2001-02-21,18.773661,1.212929
2001-02-22,18.41905,1.208913
2001-02-23,18.940535,1.208913
2001-02-26,19.879217,1.253093
2001-02-27,19.816647,1.245059
2001-02-28,19.691479,1.172766
2001-03-01,19.81139,1.204897
2001-03-02,18.919676,1.237027
2001-03-05,19.169991,1.309321
2001-03-06,19.837502,1.381615
2001-03-07,20.254688,1.365549
2001-03-08,19.774921,1.337435
2001-03-09,18.919676,1.301288
2001-03-12,17.334343,1.196864
2001-03-13,18.085293,1.257109
2001-03-14,18.022707,1.313337
2001-03-15,17.918417,1.265141
2001-03-16,18.210447,1.261125
2001-03-19,18.127008,1.32137
2001-03-20,17.58466,1.265141
2001-03-21,16.708553,1.293256
2001-03-22,18.022707,1.389647
2001-03-23,18.877962,1.478006
2001-03-26,18.711084,1.399607
2001-03-27,19.441164,1.469652
2001-03-28,18.544201,1.42467
2001-03-29,18.481627,1.447804
2001-03-30,18.252172,1.418243
2001-04-02,18.62764,1.387398
2001-04-03,17.814114,1.300645
2001-04-04,17.334343,1.253093
2001-04-05,18.940535,1.34113
2001-04-06,18.752798,1.323137
2001-04-09,19.074038,1.319924
2001-04-10,19.918438,1.416316
2001-04-11,20.038588,1.400893
2001-04-12,20.752823,1.440735
2001-04-16,20.2889,1.377759
2001-04-17,20.519188,1.310927
2001-04-18,21.837517,1.464512
2001-04-19,22.70862,1.652796
2001-04-20,23.029022,1.609099
2001-04-23,22.778704,1.558333
2001-04-24,22.545073,1.544195
2001-04-25,23.259312,1.588535
2001-04-26,23.072407,1.586608
2001-04-27,22.401564,1.683642
2001-04-30,22.611824,1.638017
2001-05-01,23.419504,1.666291
2001-05-02,23.282673,1.708704
2001-05-03,22.872154,1.603958
2001-05-04,23.613091,1.654725
2001-05-07,23.823357,1.603958
2001-05-08,24.050303,1.578896
2001-05-09,23.496275,1.540982
2001-05-10,23.362776,1.478006
2001-05-11,23.162519,1.468367
2001-05-14,22.93557,1.496642
2001-05-15,22.785381,1.489573
2001-05-16,23.08242,1.548694
2001-05-17,22.752003,1.51335
2001-05-18,22.7253,1.512065
2001-05-21,22.958927,1.513992
2001-05-22,23.466236,1.510137
2001-05-23,23.262653,1.492786
2001-05-24,23.936831,1.490859
2001-05-25,23.666496,1.462584
2001-05-29,23.476252,1.379687
2001-05-30,23.092438,1.271085
2001-05-31,23.08909,1.28201
2001-06-01,23.476252,1.342416
2001-06-04,23.6231,1.327635
2001-06-05,24.230537,1.345628
2001-06-06,24.150431,1.332134
2001-06-07,24.590996,1.391896
2001-06-08,24.427448,1.370048
2001-06-11,24.070333,1.287793
2001-06-12,24.056986,1.305144
2001-06-13,23.593071,1.315426
2001-06-14,22.995651,1.277512
2001-06-15,22.701939,1.313498
2001-06-18,22.321463,1.306429
2001-06-19,22.468315,1.297432
2001-06-20,23.165861,1.392539
2001-06-21,23.30937,1.445233
2001-06-22,22.972284,1.430453
2001-06-25,22.978958,1.541625
2001-06-26,23.4095,1.526202
2001-06-27,23.743256,1.499855
2001-06-28,24.277262,1.512707
2001-06-29,24.364044,1.494072
2001-07-02,23.563028,1.535841
2001-07-03,23.519636,1.531986
2001-07-05,22.865482,1.490216
2001-07-06,22.047777,1.415673
2001-07-09,21.924301,1.458728
2001-07-10,21.520454,1.358481
2001-07-11,22.194635,1.448446
2001-07-12,23.896784,1.565401
2001-07-13,23.810009,1.596889
2001-07-16,23.756607,1.539697
2001-07-17,23.970209,1.612954
2001-07-18,23.553013,1.335989
2001-07-19,24.22052,1.282652
2001-07-20,23.08909,1.283938
2001-07-23,22.391548,1.255663
2001-07-24,22.134558,1.226745
2001-07-25,22.521719,1.186903
2001-07-26,22.224684,1.194615
2001-07-27,21.850872,1.218391
2001-07-30,21.961012,1.216463
2001-07-31,22.091175,1.207467
2001-08-01,22.184626,1.224817
2001-08-02,22.511696,1.273656
2001-08-03,22.324799,1.253093
2001-08-06,22.071148,1.229316
2001-08-07,22.144579,1.237027
2001-08-08,21.647282,1.214535
2001-08-09,21.697346,1.224175
2001-08-10,21.867565,1.222247
2001-08-13,21.971027,1.226745
2001-08-14,21.590538,1.203611
2001-08-15,21.09325,1.184976
2001-08-16,21.567184,1.19847
2001-08-17,20.652689,1.161199
2001-08-20,20.926367,1.164412
2001-08-21,20.285564,1.15156
2001-08-22,20.245514,1.170195
2001-08-23,19.731529,1.144491
2001-08-24,20.709435,1.193329
2001-08-27,20.796204,1.215821
2001-08-28,20.272215,1.182405
2001-08-29,20.108675,1.145776
2001-08-30,19.003958,1.145776
2001-08-31,19.040659,1.192044
2001-09-04,18.723598,1.172766
2001-09-05,19.270958,1.192044
2001-09-06,18.696892,1.138708
2001-09-07,18.489969,1.110433
2001-09-10,19.21755,1.116216
2001-09-17,17.658924,1.091797
2001-09-18,18.12952,1.046171
2001-09-19,17.979322,1.093725
2001-09-20,16.941353,1.007615
2001-09-21,16.59091,1.010828
2001-09-24,17.358541,1.057096
2001-09-25,17.121578,0.998618
2001-09-26,16.777811,0.973556
2001-09-27,16.674341,0.99669
2001-09-28,17.078188,0.99669
2001-10-01,17.285112,0.998618
2001-10-02,17.705641,0.96713
2001-10-03,18.766985,0.962632
2001-10-04,18.837069,1.020467
2001-10-05,19.264275,1.037175
2001-10-08,19.37108,1.041031
2001-10-09,18.209612,1.028178
2001-10-10,18.526674,1.080873
2001-10-11,18.797018,1.139993
2001-10-12,18.817047,1.157343
2001-10-15,19.37776,1.156058
2001-10-16,19.507915,1.157343
2001-10-17,18.700228,1.091797
2001-10-18,18.940535,1.1567
2001-10-19,19.324348,1.175979
2001-10-22,20.07863,1.222247
2001-10-23,20.168751,1.165697
2001-10-24,20.46579,1.217749
2001-10-25,20.879646,1.233171
2001-10-26,20.759495,1.199756
2001-10-29,19.905083,1.132924
2001-10-30,19.65143,1.130996
2001-10-31,19.407793,1.128425
2001-11-01,20.639341,1.194615
2001-11-02,20.492496,1.193329
2001-11-05,21.116613,1.22546
2001-11-06,21.620583,1.257591
2001-11-07,21.443682,1.258876
2001-11-08,21.500425,1.202326
2001-11-09,21.764097,1.202326
2001-11-12,21.95767,1.204897
2001-11-13,22.661892,1.244738
2001-11-14,22.011068,1.260161
2001-11-15,22.06781,1.249879
2001-11-16,21.944319,1.219034
2001-11-19,22.207989,1.285223
2001-11-20,21.827511,1.25502
2001-11-21,21.376936,1.264659
2001-11-23,21.597212,1.274941
2001-11-26,21.740734,1.37326
2001-11-27,21.273476,1.349484
2001-11-28,20.959747,1.319281
2001-11-29,21.640602,1.312212
2001-11-30,21.430342,1.368762
2001-12-03,21.617235,1.352697
2001-12-04,22.027763,1.43945
2001-12-05,22.728642,1.526845
2001-12-06,22.91221,1.463869
2001-12-07,22.638533,1.448446
2001-12-10,22.381542,1.448446
2001-12-11,22.468315,1.399607
2001-12-12,22.678577,1.380972
2001-12-13,22.117868,1.349484
2001-12-14,22.50836,1.310285
2001-12-17,23.022348,1.325065
2001-12-18,23.119125,1.350127
2001-12-19,23.19257,1.389326
2001-12-20,22.281412,1.328278
2001-12-21,22.541742,1.349484
2001-12-24,22.451626,1.372618
2001-12-26,22.588463,1.380972
2001-12-27,22.645199,1.418243
2001-12-28,22.651878,1.441378
2001-12-31,22.111198,1.407319
2002-01-02,22.374868,1.497285
2002-01-03,23.105785,1.515278
2002-01-04,22.995651,1.522347
2002-01-07,22.882164,1.47158
2002-01-08,23.155848,1.452945
2002-01-09,22.932236,1.391254
2002-01-10,23.122473,1.364264
2002-01-11,22.898857,1.352697
2002-01-14,22.852127,1.359123
2002-01-15,23.212582,1.394467
2002-01-16,22.651878,1.335346
2002-01-17,23.31605,1.444591
2002-01-18,22.061131,1.42467
2002-01-22,21.513783,1.402178
2002-01-23,21.273476,1.479292
2002-01-24,21.560501,1.491501
2002-01-25,21.293503,1.494072
2002-01-28,21.300173,1.495357
2002-01-29,20.799547,1.482505
2002-01-30,20.976435,1.548051
2002-01-31,21.263458,1.588535
2002-02-01,20.913025,1.568614
2002-02-04,20.399044,1.62902
2002-02-05,20.40905,1.635446
2002-02-06,20.158741,1.585322
2002-02-07,19.958488,1.561546
2002-02-08,20.242168,1.544195
2002-02-11,20.402382,1.605243
2002-02-12,20.071964,1.587893
2002-02-13,20.632671,1.607171
2002-02-14,20.585941,1.580824
2002-02-15,20.101999,1.535841
2002-02-19,19.668119,1.453587
2002-02-20,19.991856,1.48636
2002-02-21,19.374418,1.381615
2002-02-22,19.354393,1.461298
2002-02-25,19.718182,1.530058
2002-02-26,19.541296,1.521061
2002-02-27,19.487888,1.411175
2002-02-28,19.471205,1.394467
2002-03-01,20.482481,1.506924
2002-03-04,21.126625,1.560903
2002-03-05,21.053196,1.512065
2002-03-06,21.236757,1.546766
2002-03-07,20.933041,1.566687
2002-03-08,21.343565,1.58468
2002-03-11,21.473732,1.610384
2002-03-12,20.87298,1.588535
2002-03-13,20.726112,1.573755
2002-03-14,20.432415,1.5699
2002-03-15,20.856289,1.603316
2002-03-18,20.739464,1.589821
2002-03-19,20.769505,1.596889
2002-03-20,20.058613,1.601388
2002-03-21,20.479141,1.559618
2002-03-22,20.175423,1.548051
2002-03-25,19.768248,1.500498
2002-03-26,19.718182,1.507566
2002-03-27,19.838339,1.508209
2002-03-28,20.128695,1.521061
2002-04-01,20.152056,1.571828
2002-04-02,19.117422,1.546766
2002-04-03,18.80035,1.526202
2002-04-04,18.840408,1.600103
2002-04-05,18.646833,1.589821
2002-04-08,19.097403,1.578254
2002-04-09,18.313078,1.548694
2002-04-10,18.79035,1.58468
2002-04-11,18.286381,1.597532
2002-04-12,18.666851,1.610384
2002-04-15,18.58676,1.606529
2002-04-16,19.294312,1.654082
2002-04-17,18.900488,1.677859
2002-04-18,18.813705,1.632876
2002-04-19,19.090727,1.605243
2002-04-22,18.553377,1.576326
2002-04-23,18.019375,1.558333
2002-04-24,17.695625,1.527487
2002-04-25,17.932596,1.549979
2002-04-26,17.188324,1.478649
2002-04-29,17.435303,1.539697
2002-04-30,17.441978,1.559618
2002-05-01,17.605516,1.540982
2002-05-02,17.091537,1.522347
2002-05-03,16.540846,1.51078
2002-05-06,16.227114,1.455515
2002-05-07,16.510809,1.443948
2002-05-08,18.346457,1.566044
2002-05-09,17.395254,1.554477
2002-05-10,16.704386,1.49857
2002-05-13,17.585487,1.538412
2002-05-14,18.31642,1.645728
2002-05-15,18.273029,1.624522
2002-05-16,18.603449,1.620023
2002-05-17,18.700228,1.607171
2002-05-20,18.026049,1.589821
2002-05-21,17.418617,1.507566
2002-05-22,17.91925,1.562831
2002-05-23,18.296385,1.618096
2002-05-24,17.77574,1.551906
2002-05-28,17.462008,1.540982
2002-05-29,17.371891,1.540982
2002-05-30,17.568804,1.55512
2002-05-31,16.991413,1.497285
2002-06-03,16.494118,1.472223
2002-06-04,16.681025,1.463869
2002-06-05,17.241732,1.460013
2002-06-06,17.321827,1.424027
2002-06-07,17.348526,1.375188
2002-06-10,17.628887,1.380329
2002-06-11,17.545443,1.314783
2002-06-12,18.53669,1.291006
2002-06-13,18.09614,1.255663
2002-06-14,18.439905,1.291649
2002-06-17,18.583422,1.319924
2002-06-18,18.68689,1.294862
2002-06-19,18.142862,1.100151
2002-06-20,18.056087,1.099508
2002-06-21,17.448648,1.082801
2002-06-24,18.076113,1.10979
2002-06-25,17.672268,1.101436
2002-06-26,18.066101,1.063522
2002-06-27,18.329771,1.096295
2002-06-28,18.256342,1.138708
2002-07-01,17.575478,1.096295
2002-07-02,17.168297,1.088583
2002-07-03,17.301809,1.127783
2002-07-05,18.306402,1.204254
2002-07-08,17.66226,1.157343
2002-07-09,17.759041,1.126498
2002-07-10,17.435303,1.113003
2002-07-11,17.658924,1.175979
2002-07-12,17.308472,1.125213
2002-07-15,17.288452,1.171481
2002-07-16,17.104895,1.147704
2002-07-17,17.355206,1.004402
2002-07-18,17.058165,0.963275
2002-07-19,16.540846,0.961347
2002-07-22,15.856659,0.958776
2002-07-23,14.354753,0.929859
2002-07-24,15.429451,0.976769
2002-07-25,14.29468,0.92279
2002-07-26,15.135737,0.921505
2002-07-29,16.103626,0.965203
2002-07-30,16.053562,0.99155
2002-07-31,16.013512,0.980625
2002-08-01,15.269238,0.951065
2002-08-02,14.822007,0.928574
2002-08-05,14.681831,0.899013
2002-08-06,15.242538,0.947209
2002-08-07,15.716469,0.965845
2002-08-08,16.3239,0.983195
2002-08-09,16.060236,0.963917
2002-08-12,16.177048,0.963275
2002-08-13,15.706458,0.93757
2002-08-14,16.59091,0.974841
2002-08-15,16.610939,1.003116
2002-08-16,16.6877,1.015969
2002-08-19,17.355206,1.026893
2002-08-20,17.034796,1.022395
2002-08-21,17.448648,1.03589
2002-08-22,17.765726,1.026251
2002-08-23,17.428627,1.010828
2002-08-26,17.388584,0.997976
2002-08-27,16.968056,0.954278
2002-08-28,16.480772,0.944639
2002-08-29,16.881269,0.944639
2002-08-30,16.38065,0.947852
2002-09-03,15.693114,0.902869
2002-09-04,16.090277,0.930501
2002-09-05,15.322643,0.911223
2002-09-06,15.960112,0.924075
2002-09-09,16.253824,0.923433
2002-09-10,16.617609,0.920862
2002-09-11,16.213764,0.918292
2002-09-12,15.736497,0.908653
2002-09-13,15.990156,0.910581
2002-09-16,15.946761,0.931787
2002-09-17,15.78322,0.951065
2002-09-18,15.936751,0.965203
2002-09-19,15.753182,0.936927
2002-09-20,15.839956,0.955563
2002-09-23,15.095686,0.954278
2002-09-24,15.232527,0.940783
2002-09-25,15.522896,0.959419
2002-09-26,15.419436,0.944639
2002-09-27,15.102364,0.945924
2002-09-30,14.598401,0.931787
2002-10-01,15.429451,0.932429
2002-10-02,15.22251,0.910581
2002-10-03,14.952174,0.918934
2002-10-04,14.608408,0.901584
2002-10-07,14.701861,0.884876
2002-10-08,15.015591,0.879093
2002-10-09,14.681831,0.873309
2002-10-10,15.479508,0.906725
2002-10-11,16.310553,0.932429
2002-10-14,16.450731,0.949137
2002-10-15,17.451994,0.974199
2002-10-16,16.824532,0.935642
2002-10-17,16.944687,0.906725
2002-10-18,17.739021,0.921505
2002-10-21,17.525421,0.935642
2002-10-22,17.245066,0.944639
2002-10-23,17.755713,0.956206
2002-10-24,17.098215,0.943996
2002-10-25,17.582157,0.990907
2002-10-28,17.33852,1.003116
2002-10-29,17.378569,0.992192
2002-10-30,17.725674,1.026893
2002-10-31,17.845821,1.032676
2002-11-01,17.688955,1.051313
2002-11-04,18.723598,1.085371
2002-11-05,18.917177,1.086013
2002-11-06,19.033983,1.106577
2002-11-07,18.693558,1.028178
2002-11-08,18.389843,1.017897
2002-11-11,17.975988,0.974199
2002-11-12,18.19293,1.005044
2002-11-13,18.476612,1.001831
2002-11-14,19.020632,1.047457
2002-11-15,18.920511,1.024965
2002-11-18,18.640156,1.005687
2002-11-19,18.309746,0.981268
2002-11-20,18.89715,0.997976
2002-11-21,19.304321,1.05067
2002-11-22,19.431152,1.028821
2002-11-25,19.434488,1.026251
2002-11-26,18.990597,0.990265
2002-11-27,19.384428,1.010185
2002-11-29,19.250927,0.996048
2002-12-02,19.254257,0.975485
2002-12-03,18.927185,0.974199
2002-12-04,18.870449,0.961989
2002-12-05,18.469944,0.94014
2002-12-06,18.51333,0.960704
2002-12-09,17.865849,0.947852
2002-12-10,18.026049,0.98191
2002-12-11,18.242992,0.995405
2002-12-12,18.079445,0.976127
2002-12-13,17.522078,0.950422
2002-12-16,18.182909,0.954278
2002-12-17,18.142862,0.969058
2002-12-18,17.865849,0.936285
2002-12-19,17.725674,0.912508
2002-12-20,17.702309,0.908653
2002-12-23,18.022707,0.931144
2002-12-24,17.962639,0.92279
2002-12-26,17.819117,0.925361
2002-12-27,17.67894,0.903512
2002-12-30,17.605516,0.904154
2002-12-31,17.255083,0.920862
2003-01-02,17.929266,0.951065
2003-01-03,17.952625,0.957491
2003-01-06,18.279701,0.957491
2003-01-07,18.623476,0.954278
2003-01-08,18.102814,0.935
2003-01-09,18.626806,0.943354
2003-01-10,18.663519,0.945924
2003-01-13,18.820379,0.94014
2003-01-14,19.013968,0.938855
2003-01-15,18.780334,0.927288
2003-01-16,18.47328,0.939498
2003-01-17,17.174976,0.906082
2003-01-21,17.131588,0.900941
2003-01-22,17.02145,0.891945
2003-01-23,17.448648,0.910581
2003-01-24,16.63763,0.886804
2003-01-27,16.410675,0.90801
2003-01-28,16.293871,0.936927
2003-01-29,16.657656,0.959419
2003-01-30,16.100286,0.92022
2003-01-31,15.839956,0.92279
2003-02-03,16.207088,0.942068
2003-02-04,15.793234,0.938213
2003-02-05,15.67308,0.928574
2003-02-06,15.826606,0.927288
2003-02-07,15.546261,0.909295
2003-02-10,15.81326,0.922147
2003-02-11,15.499534,0.922147
2003-02-12,15.499534,0.924718
2003-02-13,15.683093,0.934357
2003-02-14,16.120316,0.942711
2003-02-18,16.660999,0.981268
2003-02-19,16.42662,0.954278
2003-02-20,16.165449,0.949137
2003-02-21,16.493587,0.963917
2003-02-24,16.118576,0.947209
2003-02-25,16.198936,0.965203
2003-02-26,15.810535,0.931787
2003-02-27,15.790448,0.954921
2003-02-28,15.870799,0.96456
2003-03-03,15.763663,0.941426
2003-03-04,15.448917,0.935642
2003-03-05,15.696699,0.939498
2003-03-06,15.582853,0.935642
2003-03-07,15.777043,0.933714
2003-03-10,15.36856,0.923433
2003-03-11,15.268113,0.914436
2003-03-12,15.663219,0.913794
2003-03-13,16.52037,0.945924
2003-03-14,16.6476,0.94978
2003-03-17,17.364134,0.96456
2003-03-18,17.437801,0.963917
2003-03-19,17.625296,0.960704
2003-03-20,17.578424,0.958134
2003-03-21,17.792711,0.963917
2003-03-24,16.935558,0.923433
2003-03-25,17.069483,0.935
2003-03-26,16.90877,0.926003
2003-03-27,16.768141,0.931144
2003-03-28,16.52037,0.936285
2003-03-31,16.21233,0.908653
2003-04-01,16.30608,0.909938
2003-04-02,17.223505,0.938213
2003-04-03,17.230196,0.929216
2003-04-04,16.801622,0.926003
2003-04-07,16.855192,0.931144
2003-04-08,17.129757,0.928574
2003-04-09,16.453402,0.911866
2003-04-10,16.466795,0.923433
