Date,WMT,FB
2015-01-08,83.82251,78.18
2015-01-09,82.78479,77.739998
2015-01-12,83.405556,76.720001
2015-01-13,82.747734,76.449997
2015-01-14,80.246132,76.279999
2015-01-15,80.959541,74.050003
2015-01-16,80.394363,75.18
2015-01-20,80.320251,76.239998
2015-01-21,80.273911,76.739998
2015-01-22,81.811943,77.650002
2015-01-23,82.006516,77.830002
2015-01-26,82.117691,77.5
2015-01-27,81.098518,75.779999
2015-01-28,80.440697,76.239998
2015-01-29,81.274567,78.0
2015-01-30,78.735893,75.910004
2015-02-02,79.412254,74.989998
2015-02-03,79.856987,75.400002
2015-02-04,80.283173,75.629997
2015-02-05,80.86689,75.610001
2015-02-06,80.913223,74.470001
2015-02-09,79.597557,74.440002
2015-02-10,80.876152,75.190002
2015-02-11,79.995964,76.510002
2015-02-12,79.579018,76.230003
2015-02-13,79.504898,75.739998
2015-02-17,79.643875,75.599998
2015-02-18,79.949623,76.709999
2015-02-19,77.383163,79.419998
2015-02-20,78.105865,79.900002
2015-02-23,78.383797,78.839996
2015-02-24,78.35601,78.449997
2015-02-25,77.429489,79.559998
2015-02-26,77.642601,80.410004
2015-02-27,77.763046,78.970001
2015-03-02,77.790833,79.75
2015-03-03,77.244171,79.599998
2015-03-04,76.512222,80.900002
2015-03-05,77.429489,81.209999
2015-03-06,76.5215,80.010002
2015-03-09,76.790192,79.440002
2015-03-10,76.039696,77.550003
2015-03-11,75.210152,77.57
2015-03-12,76.337975,78.93
2015-03-13,76.337975,78.050003
2015-03-16,77.633583,78.07
2015-03-17,77.009087,79.360001
2015-03-18,76.925201,80.910004
2015-03-19,75.983788,82.75
2015-03-20,77.586975,83.800003
2015-03-23,77.652222,84.43
2015-03-24,77.409882,85.309998
2015-03-25,75.797363,82.919998
2015-03-26,76.328659,83.010002
2015-03-27,75.82534,83.300003
2015-03-30,76.925201,83.199997
2015-03-31,76.6642,82.220001
2015-04-01,75.22879,81.669998
2015-04-02,75.247437,81.559998
2015-04-06,75.489769,82.440002
2015-04-07,75.033043,82.32
2015-04-08,75.527069,82.279999
2015-04-09,75.349976,82.169998
2015-04-10,75.172867,82.040001
2015-04-13,74.837318,83.010002
2015-04-14,74.706818,83.519997
2015-04-15,74.324669,82.709999
2015-04-16,73.85862,82.309998
2015-04-17,72.590965,80.779999
2015-04-20,72.833328,83.089996
2015-04-21,72.730804,83.620003
2015-04-22,73.10363,84.629997
2015-04-23,73.802696,82.410004
2015-04-24,74.417877,81.529999
2015-04-27,73.979797,81.910004
2015-04-28,73.728127,80.68
2015-04-29,72.590965,80.470001
2015-04-30,72.749443,78.769997
2015-05-01,73.262085,78.989998
2015-05-04,73.802696,78.809998
2015-05-05,72.824013,77.559998
2015-05-06,72.833389,78.099998
2015-05-07,73.189827,78.43
2015-05-08,73.658798,78.510002
2015-05-11,73.255478,78.010002
2015-05-12,74.062119,77.459999
2015-05-13,73.311752,78.440002
2015-05-14,73.837013,81.370003
2015-05-15,74.324768,80.419998
2015-05-18,74.962578,80.879997
2015-05-19,71.689056,80.629997
2015-05-20,71.191933,80.550003
2015-05-21,71.388908,80.480003
2015-05-22,71.154419,80.540001
2015-05-26,70.253967,79.330002
2015-05-27,70.525986,80.550003
2015-05-28,70.197693,80.150002
2015-05-29,69.663048,79.190002
2015-06-01,70.094528,80.290001
2015-06-02,69.906914,80.440002
2015-06-03,70.244583,82.440002
2015-06-04,69.550499,82.050003
2015-06-05,68.528091,82.139999
2015-06-08,68.10601,80.669998
2015-06-09,67.974701,80.669998
2015-06-10,68.406166,82.160004
2015-06-11,68.41555,81.830002
2015-06-12,67.93718,81.529999
2015-06-15,67.468201,80.709999
2015-06-16,67.862137,81.059998
2015-06-17,68.218582,81.790001
2015-06-18,68.453072,82.910004
2015-06-19,68.227936,82.510002
2015-06-22,68.274857,84.739998
2015-06-23,68.068497,87.879997
2015-06-24,67.890282,88.860001
2015-06-25,67.402542,87.980003
2015-06-26,67.646416,88.010002
2015-06-29,66.989838,85.800003
2015-06-30,66.530235,85.769997
2015-07-01,67.421288,86.910004
2015-07-02,67.402542,87.290001
2015-07-06,68.030983,87.550003
2015-07-07,69.212822,87.220001
2015-07-08,68.528091,85.650002
2015-07-09,68.265472,85.879997
2015-07-10,68.584389,87.949997
2015-07-13,69.297241,90.099998
2015-07-14,69.212822,89.68
2015-07-15,69.081512,89.760002
2015-07-16,69.250343,90.849998
2015-07-17,68.837639,94.970001
2015-07-20,68.565613,97.910004
2015-07-21,68.227936,98.389999
2015-07-22,68.621918,97.040001
2015-07-23,68.012222,95.440002
2015-07-24,67.1399,96.949997
2015-07-27,66.952309,94.169998
2015-07-28,67.627647,95.290001
2015-07-29,67.749596,96.989998
2015-07-30,67.683952,95.209999
2015-07-31,67.515091,94.010002
2015-08-03,67.70269,94.139999
2015-08-04,67.768349,94.059998
2015-08-05,69.421005,96.440002
2015-08-06,68.741058,95.120003
2015-08-07,67.286713,94.300003
2015-08-10,67.503922,94.150002
2015-08-11,67.928886,93.620003
2015-08-12,68.542747,94.190002
2015-08-13,68.098869,93.43
2015-08-14,68.353851,94.419998
2015-08-17,67.910011,93.93
2015-08-18,65.615189,95.169998
2015-08-19,64.755783,95.309998
2015-08-20,64.623581,90.559998
2015-08-21,62.838707,86.059998
2015-08-24,60.392776,82.089996
2015-08-25,59.590061,83.0
2015-08-26,61.223827,87.190002
2015-08-27,62.404308,89.730003
2015-08-28,61.327717,91.010002
2015-08-31,61.129391,89.43
2015-09-01,60.270012,87.230003
2015-09-02,60.855526,89.889999
2015-09-03,61.252159,88.150002
2015-09-04,60.336117,88.260002
2015-09-08,62.687599,89.529999
2015-09-09,61.497704,90.440002
2015-09-10,60.553329,91.980003
2015-09-11,61.053837,92.050003
2015-09-14,60.704414,92.309998
2015-09-15,60.742195,92.900002
2015-09-16,61.091621,93.449997
2015-09-17,60.883858,94.339996
2015-09-18,59.816711,94.400002
2015-09-21,60.175579,95.550003
2015-09-22,60.052803,92.959999
2015-09-23,60.175579,93.970001
2015-09-24,60.279453,94.410004
2015-09-25,60.232231,92.769997
2015-09-28,60.118908,89.209999
2015-09-29,60.232231,86.669998
2015-09-30,61.233265,89.900002
2015-10-01,60.694973,90.949997
2015-10-02,61.365482,92.07
2015-10-05,62.205982,94.010002
2015-10-06,62.02655,92.800003
2015-10-07,62.668728,92.400002
2015-10-08,63.159798,92.470001
2015-10-09,62.980366,93.239998
2015-10-12,63.207008,94.260002
2015-10-13,63.018143,94.120003
2015-10-14,56.690826,94.07
2015-10-15,56.029766,95.959999
2015-10-16,55.614239,97.540001
2015-10-19,55.576466,98.470001
2015-10-20,55.482029,97.0
2015-10-21,55.378147,97.110001
2015-10-22,55.623688,99.669998
2015-10-23,55.057056,102.190002
2015-10-26,54.792629,103.769997
2015-10-27,54.282669,103.699997
2015-10-28,54.433773,104.199997
2015-10-29,54.73597,104.879997
2015-10-30,54.056023,101.970001
2015-11-02,54.405437,103.309998
2015-11-03,54.877621,102.580002
2015-11-04,55.123165,103.940002
2015-11-05,55.349819,108.760002
2015-11-06,55.510361,107.099998
2015-11-09,55.236496,106.489998
2015-11-10,55.41592,107.910004
2015-11-11,54.377117,109.010002
2015-11-12,53.782158,108.019997
2015-11-13,53.281635,103.949997
2015-11-16,54.650978,104.040001
2015-11-17,56.586945,105.129997
2015-11-18,57.540764,107.769997
2015-11-19,57.323555,106.260002
2015-11-20,56.728603,107.32
2015-11-23,56.908035,106.949997
2015-11-24,56.586945,105.739998
2015-11-25,56.889145,105.410004
2015-11-27,56.55862,105.449997
2015-11-30,55.567024,104.239998
2015-12-01,55.708679,107.120003
2015-12-02,55.565834,106.07
2015-12-03,56.222916,104.379997
2015-12-04,56.813332,106.18
2015-12-07,57.613251,105.610001
2015-12-08,56.765717,106.489998
2015-12-09,56.30862,104.599998
2015-12-10,56.718102,105.419998
2015-12-11,56.527645,102.120003
2015-12-14,57.508495,104.660004
2015-12-15,56.794289,104.550003
2015-12-16,57.422794,106.790001
2015-12-17,56.165771,106.220001
2015-12-18,56.041981,104.040001
2015-12-21,56.708576,104.769997
2015-12-22,57.65134,105.510002
2015-12-23,58.175098,104.629997
2015-12-24,57.927505,105.019997
2015-12-28,57.851322,105.93
2015-12-29,58.670292,107.260002
2015-12-30,58.736946,106.220001
2015-12-31,58.375072,104.660004
2016-01-04,58.527439,102.220001
2016-01-05,59.917782,102.730003
2016-01-06,60.517719,102.970001
2016-01-07,61.927097,97.919998
2016-01-08,60.508198,97.330002
2016-01-11,61.15575,97.510002
2016-01-12,60.584377,99.370003
2016-01-13,58.965496,95.440002
2016-01-14,60.051102,98.370003
2016-01-15,58.975018,94.970001
2016-01-19,59.574959,95.260002
2016-01-20,57.937027,94.349998
2016-01-21,58.927406,94.160004
2016-01-22,59.698757,97.940002
2016-01-25,60.422489,97.010002
2016-01-26,60.946247,97.339996
2016-01-27,60.898632,94.449997
2016-01-28,61.15575,109.110001
2016-01-29,63.193642,112.209999
2016-02-01,64.279243,115.089996
2016-02-02,63.669788,114.610001
2016-02-03,63.107933,112.690002
2016-02-04,63.250774,110.489998
2016-02-05,63.803104,104.07
2016-02-08,63.70787,99.75
2016-02-09,62.669888,99.540001
2016-02-10,62.650837,101.0
2016-02-11,62.203259,101.910004
2016-02-12,63.022236,102.010002
2016-02-16,62.755589,101.610001
2016-02-17,62.955566,105.199997
2016-02-18,61.060524,103.470001
2016-02-19,61.57476,104.57
2016-02-22,62.498466,107.160004
2016-02-23,63.307922,105.459999
2016-02-24,63.917377,106.879997
2016-02-25,64.79348,108.07
2016-02-26,63.336487,107.919998
2016-02-29,63.174595,106.919998
2016-03-01,63.288868,109.82
2016-03-02,63.0508,109.949997
2016-03-03,62.984138,109.580002
2016-03-04,63.593605,108.389999
2016-03-07,64.650642,105.730003
2016-03-08,64.79348,105.93
2016-03-09,64.783882,107.510002
2016-03-10,64.66877,107.32
2016-03-11,64.438522,109.410004
2016-03-14,64.620796,109.889999
2016-03-15,65.321106,110.669998
2016-03-16,65.225174,112.18
2016-03-17,64.707138,111.019997
2016-03-18,64.227463,111.449997
2016-03-21,65.206001,111.849998
2016-03-22,65.110062,112.25
2016-03-23,64.716728,112.540001
2016-03-24,65.234764,113.050003
2016-03-28,65.349892,113.690002
2016-03-29,65.26355,116.139999
2016-03-30,66.002243,114.699997
2016-03-31,65.704842,114.099998
2016-04-01,66.251678,116.059998
2016-04-04,66.290039,112.550003
2016-04-05,65.84874,112.220001
2016-04-06,66.232483,113.709999
2016-04-07,65.445824,113.639999
2016-04-08,65.292336,110.629997
2016-04-11,64.659164,108.989998
2016-04-12,66.002243,110.610001
2016-04-13,66.338013,110.510002
2016-04-14,66.002243,110.839996
2016-04-15,66.251678,109.639999
2016-04-18,67.019135,110.449997
2016-04-19,66.932793,112.290001
2016-04-20,66.395569,112.419998
2016-04-21,65.685654,113.440002
2016-04-22,65.925499,110.559998
2016-04-25,66.645004,110.099998
2016-04-26,66.481911,108.760002
2016-04-27,66.597023,108.889999
2016-04-28,66.107765,116.730003
2016-04-29,64.150726,117.580002
2016-05-02,64.841438,118.57
2016-05-03,64.275436,117.43
2016-05-04,64.45771,118.059998
2016-05-05,64.476891,117.809998
2016-05-06,65.474609,119.489998
2016-05-09,66.146149,119.239998
2016-05-10,65.992638,120.5
2016-05-11,64.175896,119.519997
2016-05-12,64.601097,120.279999
2016-05-13,62.755352,119.809998
2016-05-16,63.799011,118.669998
2016-05-17,62.909962,117.349998
2016-05-18,61.025562,117.650002
2016-05-19,66.872025,116.809998
2016-05-20,67.509827,117.349998
2016-05-23,67.161934,115.970001
2016-05-24,67.877052,117.699997
2016-05-25,68.108978,117.889999
2016-05-26,68.466522,119.470001
2016-05-27,68.369888,119.379997
2016-05-31,68.39888,118.809998
2016-06-01,68.128296,118.779999
2016-06-02,68.563164,118.93
2016-06-03,68.485855,118.470001
2016-06-06,68.659798,118.790001
2016-06-07,68.640465,117.760002
2016-06-08,68.882065,118.389999
2016-06-09,68.698448,118.559998
2016-06-10,68.746773,116.620003
2016-06-13,68.157288,113.949997
2016-06-14,68.563164,114.940002
2016-06-15,68.727448,114.599998
2016-06-16,68.90139,114.389999
2016-06-17,68.563164,113.019997
2016-06-20,68.708115,113.370003
2016-06-21,69.056007,114.379997
2016-06-22,69.33625,113.910004
2016-06-23,69.674477,115.080002
2016-06-24,69.539177,112.080002
2016-06-27,69.094658,108.970001
2016-06-28,69.104332,112.699997
2016-06-29,70.022362,114.160004
2016-06-30,70.563522,114.279999
2016-07-01,70.36058,114.190002
2016-07-05,70.679489,114.199997
2016-07-06,71.336617,116.699997
2016-07-07,71.056374,115.849998
2016-07-08,71.355927,117.239998
2016-07-11,71.568535,117.870003
2016-07-12,70.805115,117.93
2016-07-13,71.143341,116.779999
2016-07-14,71.220642,117.290001
2016-07-15,71.191658,116.860001
2016-07-18,71.355927,119.370003
2016-07-19,71.181999,120.610001
2016-07-20,71.307617,121.919998
2016-07-21,71.0467,120.610001
2016-07-22,71.075706,121.0
2016-07-25,71.268967,121.629997
2016-07-26,71.249634,121.220001
2016-07-27,70.853432,123.339996
2016-07-28,70.776115,125.0
2016-07-29,70.515213,123.940002
2016-08-01,71.297958,124.309998
2016-08-02,70.669815,123.089996
2016-08-03,70.486214,122.510002
2016-08-04,70.834114,124.360001
2016-08-05,71.278633,125.150002
2016-08-08,70.872757,125.260002
2016-08-09,71.066032,125.059998
2016-08-10,71.951439,124.879997
2016-08-11,71.805496,124.900002
2016-08-12,71.893059,124.879997
2016-08-15,71.338463,123.900002
2016-08-16,70.92009,123.300003
2016-08-17,70.959007,124.370003
2016-08-18,72.291977,123.910004
2016-08-19,70.842247,123.559998
2016-08-22,70.735207,124.150002
2016-08-23,70.024948,124.370003
2016-08-24,70.277924,123.480003
2016-08-25,69.295219,123.889999
2016-08-26,69.217384,124.959999
2016-08-29,69.470352,126.540001
2016-08-30,69.382782,125.839996
2016-08-31,69.50927,126.120003
2016-09-01,70.871429,126.169998
2016-09-02,70.540627,126.510002
2016-09-06,71.027115,129.729996
2016-09-07,70.112518,131.050003
2016-09-08,69.888741,130.270004
2016-09-09,68.400085,127.099998
2016-09-12,69.995758,128.690002
2016-09-13,69.528725,127.209999
2016-09-14,69.587112,127.769997
2016-09-15,70.443329,128.350006
2016-09-16,70.900627,129.070007
2016-09-19,70.141708,128.649994
2016-09-20,70.024948,128.639999
2016-09-21,70.239006,129.940002
2016-09-22,70.316841,130.080002
2016-09-23,70.394676,127.959999
2016-09-26,69.68441,127.309998
2016-09-27,70.375221,128.690002
2016-09-28,69.849815,129.229996
2016-09-29,68.818466,128.089996
2016-09-30,70.170898,128.270004
2016-10-03,70.063873,128.770004
2016-10-04,69.81089,128.190002
2016-10-05,69.733063,128.470001
2016-10-06,67.485489,128.740005
2016-10-07,66.843323,128.990005
2016-10-10,66.142792,130.240005
2016-10-11,65.568726,128.880005
2016-10-12,65.636833,129.050003
2016-10-13,66.386024,127.82
2016-10-14,66.600075,127.879997
2016-10-17,66.376297,127.540001
2016-10-18,67.008736,128.570007
2016-10-19,67.028183,130.110001
2016-10-20,66.872513,130.0
2016-10-21,66.493057,132.070007
2016-10-24,67.320084,133.279999
2016-10-25,67.485489,132.289993
2016-10-26,67.709267,131.039993
2016-10-27,67.942795,129.690002
2016-10-28,68.098465,131.289993
2016-10-31,68.127647,130.990005
2016-11-01,67.427109,129.5
2016-11-02,67.573051,127.169998
2016-11-03,67.748192,120.0
2016-11-04,67.290901,120.75
2016-11-07,67.894135,122.150002
2016-11-08,67.90387,124.220001
2016-11-09,69.178459,123.18
2016-11-10,69.460625,120.800003
2016-11-11,69.304962,119.019997
2016-11-14,68.584946,115.080002
2016-11-15,69.489815,117.199997
2016-11-16,69.460625,116.339996
2016-11-17,67.320084,117.790001
2016-11-18,66.687645,117.019997
2016-11-21,67.495224,121.769997
2016-11-22,68.224953,121.470001
2016-11-23,68.915756,120.839996
2016-11-25,69.304962,120.379997
2016-11-28,69.266037,120.410004
2016-11-29,69.44117,120.870003
2016-11-30,68.526573,118.419998
2016-12-01,68.760086,115.099998
2016-12-02,68.964401,115.400002
2016-12-05,68.049812,117.43
2016-12-06,68.458458,117.309998
2016-12-07,69.183617,117.949997
2016-12-08,68.928833,118.910004
2016-12-09,68.674057,119.68
2016-12-12,70.23214,117.769997
2016-12-13,70.359543,120.309998
2016-12-14,69.908768,120.209999
2016-12-15,69.653992,120.57
2016-12-16,69.556,119.870003
2016-12-19,70.143959,119.239998
2016-12-20,70.379143,119.089996
2016-12-21,69.810768,119.040001
2016-12-22,68.193871,117.400002
2016-12-23,68.144882,117.269997
2016-12-27,68.301666,118.010002
2016-12-28,67.919495,116.919998
2016-12-29,67.870499,116.349998
2016-12-30,67.733307,115.050003
2017-01-03,67.282539,116.860001
2017-01-04,67.674507,118.690002
2017-01-05,67.821503,120.669998
2017-01-06,66.890564,123.410004
2017-01-09,67.331528,124.900002
2017-01-10,66.861168,124.349998
2017-01-11,67.155144,126.089996
2017-01-12,66.606377,126.620003
2017-01-13,65.783226,128.339996
2017-01-17,67.047348,127.870003
2017-01-18,66.743568,127.919998
2017-01-19,66.263397,127.550003
2017-01-20,65.83223,127.040001
2017-01-23,65.312859,128.929993
2017-01-24,66.047821,129.369995
2017-01-25,65.54805,131.479996
2017-01-26,65.391258,132.779999
2017-01-27,64.342728,132.179993
2017-01-30,65.087471,130.979996
2017-01-31,65.401054,130.320007
2017-02-01,64.901291,133.229996
2017-02-02,65.361847,130.839996
2017-02-03,65.165871,130.979996
2017-02-06,65.067879,132.059998
2017-02-07,65.54805,131.839996
2017-02-08,66.449585,134.199997
2017-02-09,67.694115,134.139999
2017-02-10,66.655365,134.190002
2017-02-13,66.410393,134.050003
2017-02-14,67.282539,133.850006
2017-02-15,67.311935,133.440002
2017-02-16,67.488319,133.839996
2017-02-17,67.978294,133.529999
2017-02-21,70.016563,133.720001
2017-02-22,70.271347,136.119995
2017-02-23,69.879372,135.360001
2017-02-24,70.937706,135.440002
2017-02-27,70.300743,136.410004
2017-02-28,69.506989,135.539993
2017-03-01,69.036629,137.419998
2017-03-02,69.340408,136.759995
2017-03-03,68.625046,137.169998
2017-03-06,68.478058,137.419998
2017-03-07,68.468262,137.300003
2017-03-08,68.902603,137.720001
2017-03-09,68.96183,138.240005
2017-03-10,69.198746,138.789993
2017-03-13,69.050667,139.600006
2017-03-14,69.810768,139.320007
2017-03-15,69.672569,139.720001
2017-03-16,69.53437,139.990005
2017-03-17,68.991447,139.839996
2017-03-20,69.080292,139.940002
2017-03-21,69.00132,138.509995
2017-03-22,69.346817,139.589996
2017-03-23,68.96183,139.529999
2017-03-24,68.715042,140.339996
2017-03-27,68.764404,140.320007
2017-03-28,69.415916,141.759995
2017-03-29,69.830513,142.649994
2017-03-30,70.669579,142.410004
2017-03-31,71.15329,142.050003
2017-04-03,70.906502,142.279999
2017-04-04,71.08419,141.729996
2017-04-05,70.728821,141.850006
2017-04-06,70.51165,141.169998
2017-04-07,71.962746,140.779999
