Date,MSFT
2001-04-04,17.334343
2001-04-05,18.940535
2001-04-06,18.752798
2001-04-09,19.074038
2001-04-10,19.918438
2001-04-11,20.038588
2001-04-12,20.752823
2001-04-16,20.2889
2001-04-17,20.519188
2001-04-18,21.837517
2001-04-19,22.70862
2001-04-20,23.029022
2001-04-23,22.778704
2001-04-24,22.545073
2001-04-25,23.259312
2001-04-26,23.072407
2001-04-27,22.401564
2001-04-30,22.611824
2001-05-01,23.419504
2001-05-02,23.282673
2001-05-03,22.872154
2001-05-04,23.613091
2001-05-07,23.823357
2001-05-08,24.050303
2001-05-09,23.496275
2001-05-10,23.362776
2001-05-11,23.162519
2001-05-14,22.93557
2001-05-15,22.785381
2001-05-16,23.08242
2001-05-17,22.752003
2001-05-18,22.7253
2001-05-21,22.958927
2001-05-22,23.466236
2001-05-23,23.262653
2001-05-24,23.936831
2001-05-25,23.666496
2001-05-29,23.476252
2001-05-30,23.092438
2001-05-31,23.08909
2001-06-01,23.476252
2001-06-04,23.6231
2001-06-05,24.230537
2001-06-06,24.150431
2001-06-07,24.590996
2001-06-08,24.427448
2001-06-11,24.070333
2001-06-12,24.056986
2001-06-13,23.593071
2001-06-14,22.995651
2001-06-15,22.701939
2001-06-18,22.321463
2001-06-19,22.468315
2001-06-20,23.165861
2001-06-21,23.30937
2001-06-22,22.972284
2001-06-25,22.978958
2001-06-26,23.4095
2001-06-27,23.743256
2001-06-28,24.277262
2001-06-29,24.364044
2001-07-02,23.563028
2001-07-03,23.519636
2001-07-05,22.865482
2001-07-06,22.047777
2001-07-09,21.924301
2001-07-10,21.520454
2001-07-11,22.194635
2001-07-12,23.896784
2001-07-13,23.810009
2001-07-16,23.756607
2001-07-17,23.970209
2001-07-18,23.553013
2001-07-19,24.22052
2001-07-20,23.08909
2001-07-23,22.391548
2001-07-24,22.134558
2001-07-25,22.521719
2001-07-26,22.224684
2001-07-27,21.850872
2001-07-30,21.961012
2001-07-31,22.091175
2001-08-01,22.184626
2001-08-02,22.511696
2001-08-03,22.324799
2001-08-06,22.071148
2001-08-07,22.144579
2001-08-08,21.647282
2001-08-09,21.697346
2001-08-10,21.867565
2001-08-13,21.971027
2001-08-14,21.590538
2001-08-15,21.09325
2001-08-16,21.567184
2001-08-17,20.652689
2001-08-20,20.926367
2001-08-21,20.285564
2001-08-22,20.245514
2001-08-23,19.731529
2001-08-24,20.709435
2001-08-27,20.796204
2001-08-28,20.272215
2001-08-29,20.108675
2001-08-30,19.003958
2001-08-31,19.040659
2001-09-04,18.723598
2001-09-05,19.270958
2001-09-06,18.696892
2001-09-07,18.489969
2001-09-10,19.21755
2001-09-17,17.658924
2001-09-18,18.12952
2001-09-19,17.979322
2001-09-20,16.941353
2001-09-21,16.59091
2001-09-24,17.358541
2001-09-25,17.121578
2001-09-26,16.777811
2001-09-27,16.674341
2001-09-28,17.078188
2001-10-01,17.285112
2001-10-02,17.705641
2001-10-03,18.766985
2001-10-04,18.837069
2001-10-05,19.264275
2001-10-08,19.37108
2001-10-09,18.209612
2001-10-10,18.526674
2001-10-11,18.797018
2001-10-12,18.817047
2001-10-15,19.37776
2001-10-16,19.507915
2001-10-17,18.700228
2001-10-18,18.940535
2001-10-19,19.324348
2001-10-22,20.07863
2001-10-23,20.168751
2001-10-24,20.46579
2001-10-25,20.879646
2001-10-26,20.759495
2001-10-29,19.905083
2001-10-30,19.65143
2001-10-31,19.407793
2001-11-01,20.639341
2001-11-02,20.492496
2001-11-05,21.116613
2001-11-06,21.620583
2001-11-07,21.443682
2001-11-08,21.500425
2001-11-09,21.764097
2001-11-12,21.95767
2001-11-13,22.661892
2001-11-14,22.011068
2001-11-15,22.06781
2001-11-16,21.944319
2001-11-19,22.207989
2001-11-20,21.827511
2001-11-21,21.376936
2001-11-23,21.597212
2001-11-26,21.740734
2001-11-27,21.273476
2001-11-28,20.959747
2001-11-29,21.640602
2001-11-30,21.430342
2001-12-03,21.617235
2001-12-04,22.027763
2001-12-05,22.728642
2001-12-06,22.91221
2001-12-07,22.638533
2001-12-10,22.381542
2001-12-11,22.468315
2001-12-12,22.678577
2001-12-13,22.117868
2001-12-14,22.50836
2001-12-17,23.022348
2001-12-18,23.119125
2001-12-19,23.19257
2001-12-20,22.281412
2001-12-21,22.541742
2001-12-24,22.451626
2001-12-26,22.588463
2001-12-27,22.645199
2001-12-28,22.651878
2001-12-31,22.111198
2002-01-02,22.374868
2002-01-03,23.105785
2002-01-04,22.995651
2002-01-07,22.882164
2002-01-08,23.155848
2002-01-09,22.932236
2002-01-10,23.122473
2002-01-11,22.898857
2002-01-14,22.852127
2002-01-15,23.212582
2002-01-16,22.651878
2002-01-17,23.31605
2002-01-18,22.061131
2002-01-22,21.513783
2002-01-23,21.273476
2002-01-24,21.560501
2002-01-25,21.293503
2002-01-28,21.300173
2002-01-29,20.799547
2002-01-30,20.976435
2002-01-31,21.263458
2002-02-01,20.913025
2002-02-04,20.399044
2002-02-05,20.40905
2002-02-06,20.158741
2002-02-07,19.958488
2002-02-08,20.242168
2002-02-11,20.402382
2002-02-12,20.071964
2002-02-13,20.632671
2002-02-14,20.585941
2002-02-15,20.101999
2002-02-19,19.668119
2002-02-20,19.991856
2002-02-21,19.374418
2002-02-22,19.354393
2002-02-25,19.718182
2002-02-26,19.541296
2002-02-27,19.487888
2002-02-28,19.471205
2002-03-01,20.482481
2002-03-04,21.126625
2002-03-05,21.053196
2002-03-06,21.236757
2002-03-07,20.933041
2002-03-08,21.343565
2002-03-11,21.473732
2002-03-12,20.87298
2002-03-13,20.726112
2002-03-14,20.432415
2002-03-15,20.856289
2002-03-18,20.739464
2002-03-19,20.769505
2002-03-20,20.058613
2002-03-21,20.479141
2002-03-22,20.175423
2002-03-25,19.768248
2002-03-26,19.718182
2002-03-27,19.838339
2002-03-28,20.128695
2002-04-01,20.152056
2002-04-02,19.117422
2002-04-03,18.80035
2002-04-04,18.840408
2002-04-05,18.646833
2002-04-08,19.097403
2002-04-09,18.313078
2002-04-10,18.79035
2002-04-11,18.286381
2002-04-12,18.666851
2002-04-15,18.58676
2002-04-16,19.294312
2002-04-17,18.900488
2002-04-18,18.813705
2002-04-19,19.090727
2002-04-22,18.553377
2002-04-23,18.019375
2002-04-24,17.695625
2002-04-25,17.932596
2002-04-26,17.188324
2002-04-29,17.435303
2002-04-30,17.441978
2002-05-01,17.605516
2002-05-02,17.091537
2002-05-03,16.540846
2002-05-06,16.227114
2002-05-07,16.510809
2002-05-08,18.346457
2002-05-09,17.395254
2002-05-10,16.704386
2002-05-13,17.585487
2002-05-14,18.31642
2002-05-15,18.273029
2002-05-16,18.603449
2002-05-17,18.700228
2002-05-20,18.026049
2002-05-21,17.418617
2002-05-22,17.91925
2002-05-23,18.296385
2002-05-24,17.77574
2002-05-28,17.462008
2002-05-29,17.371891
2002-05-30,17.568804
2002-05-31,16.991413
2002-06-03,16.494118
2002-06-04,16.681025
2002-06-05,17.241732
2002-06-06,17.321827
2002-06-07,17.348526
2002-06-10,17.628887
2002-06-11,17.545443
2002-06-12,18.53669
2002-06-13,18.09614
2002-06-14,18.439905
2002-06-17,18.583422
2002-06-18,18.68689
2002-06-19,18.142862
2002-06-20,18.056087
2002-06-21,17.448648
2002-06-24,18.076113
2002-06-25,17.672268
2002-06-26,18.066101
2002-06-27,18.329771
2002-06-28,18.256342
2002-07-01,17.575478
2002-07-02,17.168297
2002-07-03,17.301809
2002-07-05,18.306402
2002-07-08,17.66226
2002-07-09,17.759041
2002-07-10,17.435303
2002-07-11,17.658924
2002-07-12,17.308472
2002-07-15,17.288452
2002-07-16,17.104895
2002-07-17,17.355206
2002-07-18,17.058165
2002-07-19,16.540846
2002-07-22,15.856659
2002-07-23,14.354753
2002-07-24,15.429451
2002-07-25,14.29468
2002-07-26,15.135737
2002-07-29,16.103626
2002-07-30,16.053562
2002-07-31,16.013512
2002-08-01,15.269238
2002-08-02,14.822007
2002-08-05,14.681831
2002-08-06,15.242538
2002-08-07,15.716469
2002-08-08,16.3239
2002-08-09,16.060236
2002-08-12,16.177048
2002-08-13,15.706458
2002-08-14,16.59091
2002-08-15,16.610939
2002-08-16,16.6877
2002-08-19,17.355206
2002-08-20,17.034796
2002-08-21,17.448648
2002-08-22,17.765726
2002-08-23,17.428627
2002-08-26,17.388584
2002-08-27,16.968056
2002-08-28,16.480772
2002-08-29,16.881269
2002-08-30,16.38065
2002-09-03,15.693114
2002-09-04,16.090277
2002-09-05,15.322643
2002-09-06,15.960112
2002-09-09,16.253824
2002-09-10,16.617609
2002-09-11,16.213764
2002-09-12,15.736497
2002-09-13,15.990156
2002-09-16,15.946761
2002-09-17,15.78322
2002-09-18,15.936751
2002-09-19,15.753182
2002-09-20,15.839956
2002-09-23,15.095686
2002-09-24,15.232527
2002-09-25,15.522896
2002-09-26,15.419436
2002-09-27,15.102364
2002-09-30,14.598401
2002-10-01,15.429451
2002-10-02,15.22251
2002-10-03,14.952174
2002-10-04,14.608408
2002-10-07,14.701861
2002-10-08,15.015591
2002-10-09,14.681831
2002-10-10,15.479508
2002-10-11,16.310553
2002-10-14,16.450731
2002-10-15,17.451994
2002-10-16,16.824532
2002-10-17,16.944687
2002-10-18,17.739021
2002-10-21,17.525421
2002-10-22,17.245066
2002-10-23,17.755713
2002-10-24,17.098215
2002-10-25,17.582157
2002-10-28,17.33852
2002-10-29,17.378569
2002-10-30,17.725674
2002-10-31,17.845821
2002-11-01,17.688955
2002-11-04,18.723598
2002-11-05,18.917177
2002-11-06,19.033983
2002-11-07,18.693558
2002-11-08,18.389843
2002-11-11,17.975988
2002-11-12,18.19293
2002-11-13,18.476612
2002-11-14,19.020632
2002-11-15,18.920511
2002-11-18,18.640156
2002-11-19,18.309746
2002-11-20,18.89715
2002-11-21,19.304321
2002-11-22,19.431152
2002-11-25,19.434488
2002-11-26,18.990597
2002-11-27,19.384428
2002-11-29,19.250927
2002-12-02,19.254257
2002-12-03,18.927185
2002-12-04,18.870449
2002-12-05,18.469944
2002-12-06,18.51333
2002-12-09,17.865849
2002-12-10,18.026049
2002-12-11,18.242992
2002-12-12,18.079445
2002-12-13,17.522078
2002-12-16,18.182909
2002-12-17,18.142862
2002-12-18,17.865849
2002-12-19,17.725674
2002-12-20,17.702309
2002-12-23,18.022707
2002-12-24,17.962639
2002-12-26,17.819117
2002-12-27,17.67894
2002-12-30,17.605516
2002-12-31,17.255083
2003-01-02,17.929266
2003-01-03,17.952625
2003-01-06,18.279701
2003-01-07,18.623476
2003-01-08,18.102814
2003-01-09,18.626806
2003-01-10,18.663519
2003-01-13,18.820379
2003-01-14,19.013968
2003-01-15,18.780334
2003-01-16,18.47328
2003-01-17,17.174976
2003-01-21,17.131588
2003-01-22,17.02145
2003-01-23,17.448648
2003-01-24,16.63763
2003-01-27,16.410675
2003-01-28,16.293871
2003-01-29,16.657656
2003-01-30,16.100286
2003-01-31,15.839956
2003-02-03,16.207088
2003-02-04,15.793234
2003-02-05,15.67308
2003-02-06,15.826606
2003-02-07,15.546261
2003-02-10,15.81326
2003-02-11,15.499534
2003-02-12,15.499534
2003-02-13,15.683093
2003-02-14,16.120316
2003-02-18,16.660999
2003-02-19,16.42662
2003-02-20,16.165449
2003-02-21,16.493587
2003-02-24,16.118576
2003-02-25,16.198936
2003-02-26,15.810535
2003-02-27,15.790448
2003-02-28,15.870799
2003-03-03,15.763663
2003-03-04,15.448917
2003-03-05,15.696699
2003-03-06,15.582853
2003-03-07,15.777043
2003-03-10,15.36856
2003-03-11,15.268113
2003-03-12,15.663219
2003-03-13,16.52037
2003-03-14,16.6476
2003-03-17,17.364134
2003-03-18,17.437801
2003-03-19,17.625296
2003-03-20,17.578424
2003-03-21,17.792711
2003-03-24,16.935558
2003-03-25,17.069483
2003-03-26,16.90877
2003-03-27,16.768141
2003-03-28,16.52037
2003-03-31,16.21233
2003-04-01,16.30608
2003-04-02,17.223505
2003-04-03,17.230196
2003-04-04,16.801622
2003-04-07,16.855192
2003-04-08,17.129757
2003-04-09,16.453402
2003-04-10,16.466795
2003-04-11,16.205633
2003-04-14,16.580639
2003-04-15,16.473488
2003-04-16,16.68778
2003-04-17,17.07618
2003-04-21,16.881985
2003-04-22,17.250286
2003-04-23,17.223505
2003-04-24,17.069483
2003-04-25,16.888676
2003-04-28,17.236906
2003-04-29,17.277075
2003-04-30,17.123058
2003-05-01,17.223505
2003-05-02,17.477972
2003-05-05,17.317253
2003-05-06,17.658777
2003-05-07,17.404316
2003-05-08,17.236906
2003-05-09,17.652086
2003-05-12,17.544937
2003-05-13,17.404316
2003-05-14,17.156542
2003-05-15,17.270382
2003-05-16,17.123058
2003-05-19,16.580639
2003-05-20,16.493587
2003-05-21,16.091789
2003-05-22,16.178841
2003-05-23,16.219032
2003-05-27,16.600731
2003-05-28,16.346254
2003-05-29,16.339567
2003-05-30,16.480183
2003-06-02,16.500273
2003-06-03,16.660999
2003-06-04,16.654293
2003-06-05,16.131971
2003-06-06,15.850711
2003-06-09,15.904289
2003-06-10,16.527058
2003-06-11,16.660999
2003-06-12,16.734659
2003-06-13,16.506973
2003-06-16,17.002512
2003-06-17,17.38422
2003-06-18,17.457888
2003-06-19,17.457888
2003-06-20,17.631989
2003-06-23,17.263685
2003-06-24,17.210112
2003-06-25,16.915464
2003-06-26,17.243597
2003-06-27,17.163231
2003-06-30,17.169935
2003-07-01,17.511465
2003-07-02,18.000307
2003-07-03,17.745836
2003-07-07,18.361912
2003-07-08,18.549419
2003-07-09,18.395395
2003-07-10,18.020391
2003-07-11,18.288256
2003-07-14,18.348516
2003-07-15,18.261473
2003-07-16,18.428883
2003-07-17,17.873075
2003-07-18,18.006992
2003-07-21,17.437801
2003-07-22,17.665476
2003-07-23,17.712351
2003-07-24,17.411003
2003-07-25,18.006992
2003-07-28,17.819502
2003-07-29,17.725746
2003-07-30,17.565031
2003-07-31,17.685564
2003-08-01,17.524851
2003-08-04,17.531551
2003-08-05,17.183323
2003-08-06,17.176634
2003-08-07,17.21681
2003-08-08,17.129757
2003-08-11,17.149847
2003-08-12,17.230196
2003-08-13,17.143143
2003-08-14,17.163231
2003-08-15,17.102966
2003-08-18,17.210112
2003-08-19,17.826193
2003-08-20,17.712351
2003-08-21,17.571724
2003-08-22,17.558336
2003-08-25,17.745836
2003-08-26,17.792711
2003-08-27,17.692268
2003-08-28,17.752525
2003-08-29,17.759232
2003-09-02,18.254776
2003-09-03,18.951214
2003-09-04,19.038273
2003-09-05,19.004786
2003-09-08,19.31283
2003-09-09,18.998089
2003-09-10,18.448975
2003-09-11,18.643175
2003-09-12,18.977999
2003-09-15,18.991392
2003-09-16,19.35301
2003-09-17,19.085138
2003-09-18,19.754797
2003-09-19,20.06284
2003-09-22,19.46685
2003-09-23,19.821764
2003-09-24,19.058355
2003-09-25,18.911036
2003-09-26,18.877552
2003-09-29,19.306133
2003-09-30,18.616388
2003-10-01,19.098537
2003-10-02,19.085138
2003-10-03,19.473549
2003-10-06,19.547209
2003-10-07,19.513727
2003-10-08,19.299437
2003-10-09,19.379791
2003-10-10,19.359705
2003-10-13,19.272646
2003-10-14,19.205681
2003-10-15,19.576061
2003-10-16,19.6838
2003-10-17,19.481783
2003-10-20,19.764614
2003-10-21,19.764614
2003-10-22,19.454845
2003-10-23,19.468313
2003-10-24,17.919466
2003-10-27,18.121494
2003-10-28,18.316776
2003-10-29,18.007006
2003-10-30,17.589499
2003-10-31,17.602964
2003-11-03,17.966606
2003-11-04,17.555826
2003-11-05,17.576025
2003-11-06,17.663574
2003-11-07,17.576025
2003-11-10,17.50869
2003-11-11,17.374006
2003-11-12,17.495213
2003-11-13,17.299927
2003-11-14,17.171976
2003-11-17,16.936281
2003-11-18,16.936281
2003-11-19,17.070974
2003-11-20,16.902615
2003-11-21,16.909355
2003-11-24,17.326868
2003-11-25,17.104639
2003-11-26,17.138308
2003-11-28,17.313395
2003-12-01,17.400946
2003-12-02,17.27973
2003-12-03,17.286461
2003-12-04,17.643373
2003-12-05,17.495213
2003-12-08,17.670303
2003-12-09,17.764582
2003-12-10,17.906
2003-12-11,17.919466
2003-12-12,17.946404
2003-12-15,18.007006
2003-12-16,18.2225
2003-12-17,18.209026
2003-12-18,18.451456
2003-12-19,18.424526
2003-12-22,18.303316
2003-12-23,18.283113
2003-12-24,18.209026
2003-12-26,18.323511
2003-12-29,18.491869
2003-12-30,18.532269
2003-12-31,18.431255
2004-01-02,18.485138
2004-01-05,18.949791
2004-01-06,19.017126
2004-01-07,18.996923
2004-01-08,18.963253
2004-01-09,18.626547
2004-01-12,18.565939
2004-01-13,18.471663
2004-01-14,18.653484
2004-01-15,18.54574
2004-01-16,18.727562
2004-01-20,18.922853
2004-01-21,19.057531
2004-01-22,18.86224
2004-01-23,19.178751
2004-01-26,19.394232
2004-01-27,19.023859
2004-01-28,18.660221
2004-01-29,18.794901
2004-01-30,18.61982
2004-02-02,18.451456
2004-02-03,18.37739
2004-02-04,18.188831
2004-02-05,18.155167
2004-02-06,18.235971
2004-02-09,18.114758
2004-02-10,18.195564
2004-02-11,18.283113
2004-02-12,18.148422
2004-02-13,17.906
2004-02-17,18.17536
2004-02-18,18.027208
2004-02-19,17.818459
2004-02-20,17.892532
2004-02-23,17.919466
2004-02-24,18.101286
2004-02-25,17.980078
2004-02-26,17.845396
2004-02-27,17.865591
2004-03-01,17.980078
2004-03-02,17.771311
2004-03-03,17.757853
2004-03-04,17.757853
2004-03-05,17.744379
2004-03-08,17.394203
2004-03-09,17.320127
2004-03-10,17.084438
2004-03-11,16.895885
2004-03-12,17.091175
2004-03-15,16.94301
2004-03-16,16.956486
2004-03-17,16.922817
2004-03-18,16.761198
2004-03-19,16.586115
2004-03-22,16.498573
2004-03-23,16.262878
2004-03-24,16.43796
2004-03-25,16.963221
2004-03-26,16.85548
2004-03-29,17.044031
2004-03-30,16.969965
2004-03-31,16.788136
2004-04-01,16.889153
2004-04-02,17.407677
2004-04-05,17.475014
2004-04-06,17.374006
2004-04-07,17.232582
2004-04-08,17.158512
2004-04-12,17.246058
2004-04-13,17.138308
2004-04-14,17.178719
2004-04-15,16.983429
2004-04-16,16.94301
2004-04-19,17.192183
2004-04-20,17.057499
2004-04-21,17.138308
2004-04-22,17.475014
2004-04-23,18.54574
2004-04-26,18.343723
2004-04-27,18.330242
2004-04-28,17.885801
2004-04-29,17.831917
2004-04-30,17.596226
2004-05-03,17.744379
2004-05-04,17.730915
2004-05-05,17.710705
2004-05-06,17.589499
2004-05-07,17.360535
2004-05-10,17.461546
2004-05-11,17.468287
2004-05-12,17.468287
2004-05-13,17.576025
2004-05-14,17.414413
2004-05-17,17.198923
2004-05-18,17.394203
2004-05-19,17.252789
2004-05-20,17.326868
2004-05-21,17.434612
2004-05-24,17.347067
2004-05-25,17.576025
2004-05-26,17.602964
2004-05-27,17.636637
2004-05-28,17.663574
2004-06-01,17.58276
2004-06-02,17.596226
2004-06-03,17.434612
2004-06-04,17.475014
2004-06-07,17.798256
2004-06-08,17.912735
2004-06-09,17.82519
2004-06-10,18.027208
2004-06-14,18.114758
2004-06-15,18.458195
2004-06-16,18.397593
2004-06-17,18.700626
2004-06-18,19.091202
2004-06-21,19.091202
2004-06-22,19.0508
2004-06-23,19.057531
2004-06-24,19.118139
2004-06-25,19.239349
2004-06-28,19.044064
2004-06-29,19.192209
2004-06-30,19.232616
2004-07-01,19.27976
2004-07-02,19.239349
2004-07-06,18.868982
2004-07-07,18.922853
2004-07-08,18.613079
2004-07-09,18.761232
2004-07-12,18.781431
2004-07-13,18.58614
2004-07-14,18.94305
2004-07-15,18.767965
2004-07-16,18.505341
2004-07-19,18.821833
2004-07-20,19.071003
2004-07-21,19.434645
2004-07-22,19.528919
2004-07-23,18.875711
2004-07-26,19.299961
2004-07-27,19.151817
2004-07-28,19.246086
2004-07-29,19.178751
2004-07-30,19.185482
2004-08-02,19.205681
2004-08-03,18.902651
2004-08-04,18.895914
2004-08-05,18.539003
2004-08-06,18.276375
2004-08-09,18.303316
2004-08-10,18.666956
2004-08-11,18.458195
2004-08-12,18.101286
2004-08-13,18.195564
2004-08-16,18.242708
2004-08-17,18.215765
2004-08-18,18.491869
2004-08-19,18.262903
2004-08-20,18.316776
