Date,MSFT,^GSPC
2012-04-10,26.387793,1358.589966
2012-04-11,26.283865,1368.709961
2012-04-12,26.829464,1387.569946
2012-04-13,26.682236,1370.26001
2012-04-16,26.916061,1369.569946
2012-04-17,27.227829,1390.780029
2012-04-18,26.968023,1385.140015
2012-04-19,26.855442,1376.920044
2012-04-20,28.076534,1378.530029
2012-04-23,27.816727,1366.939941
2012-04-24,27.643524,1371.969971
2012-04-25,27.886005,1390.689941
2012-04-26,27.808067,1399.97998
2012-04-27,27.695482,1403.359985
2012-04-30,27.730131,1397.910034
2012-05-01,27.721468,1405.819946
2012-05-02,27.539598,1402.310059
2012-05-03,27.504959,1391.569946
2012-05-04,26.829464,1369.099976
2012-05-07,26.543669,1369.579956
2012-05-08,26.413769,1363.719971
2012-05-09,26.638935,1354.579956
2012-05-10,26.621616,1357.98999
2012-05-11,26.985348,1353.390015
2012-05-14,26.569651,1338.349976
2012-05-15,26.334291,1330.660034
2012-05-16,26.064066,1324.800049
2012-05-17,25.90715,1304.859985
2012-05-18,25.514891,1295.219971
2012-05-21,25.933304,1315.98999
2012-05-22,25.942022,1316.630005
2012-05-23,25.375416,1318.859985
2012-05-24,25.340546,1320.680054
2012-05-25,25.331825,1317.819946
2012-05-29,25.767681,1332.420044
2012-05-30,25.575909,1313.319946
2012-05-31,25.445152,1310.329956
2012-06-01,24.800085,1278.040039
2012-06-04,24.887257,1278.180054
2012-06-05,24.85239,1285.5
2012-06-06,25.58462,1315.130005
2012-06-07,25.480021,1314.98999
2012-06-08,25.846132,1325.660034
2012-06-11,25.192354,1308.930054
2012-06-12,25.532322,1324.180054
2012-06-13,25.392847,1314.880005
2012-06-14,25.575909,1329.099976
2012-06-15,26.168667,1342.839966
2012-06-18,26.011766,1344.780029
2012-06-19,26.761431,1357.97998
2012-06-20,26.96192,1355.689941
2012-06-21,26.273273,1325.51001
2012-06-22,26.761431,1335.02002
2012-06-25,26.037912,1313.719971
2012-06-26,26.168667,1319.98999
2012-06-27,26.299421,1331.849976
2012-06-28,26.072781,1329.040039
2012-06-29,26.665543,1362.160034
2012-07-02,26.639387,1365.51001
2012-07-03,26.813734,1374.02002
2012-07-05,26.761431,1367.579956
2012-07-06,26.316854,1354.680054
2012-07-09,26.151234,1352.459961
2012-07-10,25.924589,1341.469971
2012-07-11,25.541039,1341.449951
2012-07-12,24.956991,1334.76001
2012-07-13,25.619493,1356.780029
2012-07-16,25.663076,1353.640015
2012-07-17,25.854845,1363.670044
2012-07-18,26.543507,1372.780029
2012-07-19,26.735283,1376.51001
2012-07-20,26.255838,1362.660034
2012-07-23,25.523602,1350.52002
2012-07-24,25.410286,1338.310059
2012-07-25,25.131336,1337.890015
2012-07-26,25.418999,1360.02002
2012-07-27,25.942022,1385.969971
2012-07-30,25.837421,1385.300049
2012-07-31,25.689232,1379.319946
2012-08-01,25.636921,1375.319946
2012-08-02,25.445152,1365
2012-08-03,25.933304,1390.98999
2012-08-06,26.107651,1394.22998
2012-08-07,26.377876,1401.349976
2012-08-08,26.438896,1402.219971
2012-08-09,26.587088,1402.800049
2012-08-10,26.517351,1405.869995
2012-08-13,26.491201,1404.109985
2012-08-14,26.438549,1403.930054
2012-08-15,26.499977,1405.530029
2012-08-16,27.008911,1415.51001
2012-08-17,27.114212,1418.160034
2012-08-20,26.973816,1418.130005
2012-08-21,27.026459,1413.170044
2012-08-22,26.798319,1413.48999
2012-08-23,26.552622,1402.079956
2012-08-24,26.815865,1411.130005
2012-08-27,26.929943,1410.439941
2012-08-28,26.877295,1409.300049
2012-08-29,26.894842,1410.48999
2012-08-30,26.605272,1399.47998
2012-08-31,27.044012,1406.579956
2012-09-04,26.6667,1404.939941
2012-09-05,26.6667,1403.439941
2012-09-06,27.509077,1432.119995
2012-09-07,27.158091,1437.920044
2012-09-10,26.956263,1429.079956
2012-09-11,27.017687,1433.560059
2012-09-12,27.008911,1436.560059
2012-09-13,27.149307,1459.98999
2012-09-14,27.386227,1465.77002
2012-09-17,27.386227,1461.189941
2012-09-18,27.359909,1459.319946
2012-09-19,27.245834,1461.050049
2012-09-20,27.596825,1460.26001
2012-09-21,27.368683,1460.150024
2012-09-24,27.008911,1456.890015
2012-09-25,26.6667,1441.589966
2012-09-26,26.473648,1433.319946
2012-09-27,26.46487,1447.150024
2012-09-28,26.11388,1440.670044
2012-10-01,25.876963,1444.48999
2012-10-02,26.026134,1445.75
2012-10-03,26.201633,1450.98999
2012-10-04,26.350805,1461.400024
2012-10-05,26.192856,1460.930054
2012-10-08,26.13143,1455.880005
2012-10-09,25.692694,1441.47998
2012-10-10,25.429445,1432.560059
2012-10-11,25.403122,1432.839966
2012-10-12,25.622488,1428.589966
2012-10-15,25.894512,1440.130005
2012-10-16,25.876963,1454.920044
2012-10-17,25.964712,1460.910034
2012-10-18,25.885738,1457.339966
2012-10-19,25.131096,1433.189941
2012-10-22,24.569513,1433.819946
2012-10-23,24.613384,1413.109985
2012-10-24,24.481766,1408.75
2012-10-25,24.464212,1412.969971
2012-10-26,24.753784,1411.939941
2012-10-31,25.043356,1412.160034
2012-11-01,25.903286,1427.589966
2012-11-02,25.885738,1414.199951
2012-11-05,25.999807,1417.26001
2012-11-06,26.201633,1428.390015
2012-11-07,25.517191,1394.530029
2012-11-08,25.280275,1377.51001
2012-11-09,25.297825,1379.849976
2012-11-12,24.76256,1380.030029
2012-11-13,23.966333,1374.530029
2012-11-14,23.745159,1355.48999
2012-11-15,23.585917,1353.329956
2012-11-16,23.462059,1359.880005
2012-11-19,23.647844,1386.890015
2012-11-20,23.630152,1387.810059
2012-11-21,23.84248,1391.030029
2012-11-23,24.505997,1409.150024
2012-11-26,24.231739,1406.290039
2012-11-27,23.957491,1398.939941
2012-11-28,24.205204,1409.930054
2012-11-29,23.84248,1415.949951
2012-11-30,23.550531,1416.180054
2012-12-03,23.382437,1409.459961
2012-12-04,23.329363,1407.050049
2012-12-05,23.594761,1409.280029
2012-12-06,23.647844,1413.939941
2012-12-07,23.408981,1418.069946
2012-12-10,23.833632,1418.550049
2012-12-11,24.169815,1427.839966
2012-12-12,24.099041,1428.47998
2012-12-13,23.984028,1419.449951
2012-12-14,23.71862,1413.579956
2012-12-17,23.97518,1430.359985
2012-12-18,24.382137,1446.790039
2012-12-19,24.160965,1435.810059
2012-12-20,24.488302,1443.689941
2012-12-21,24.284822,1430.150024
2012-12-24,23.939793,1426.660034
2012-12-26,23.762857,1419.829956
2012-12-27,23.851324,1418.099976
2012-12-28,23.488602,1402.430054
2012-12-31,23.630152,1426.189941
2013-01-02,24.435221,1462.420044
2013-01-03,24.107883,1459.369995
2013-01-04,23.656691,1466.469971
2013-01-07,23.612459,1461.890015
2013-01-08,23.488602,1457.150024
2013-01-09,23.621304,1461.02002
2013-01-10,23.408981,1472.119995
2013-01-11,23.736315,1472.050049
2013-01-14,23.789396,1470.680054
2013-01-15,24.072502,1472.339966
2013-01-16,23.922104,1472.630005
2013-01-17,24.107883,1480.939941
2013-01-18,24.107883,1485.97998
2013-01-22,24.019415,1492.560059
2013-01-23,24.426373,1494.810059
2013-01-24,24.444063,1494.819946
2013-01-25,24.665241,1502.959961
2013-01-28,24.691784,1500.180054
2013-01-29,24.780249,1507.839966
2013-01-30,24.6387,1501.959961
2013-01-31,24.284822,1498.109985
2013-02-01,24.709476,1513.170044
2013-02-04,24.27598,1495.709961
2013-02-05,24.329062,1511.290039
2013-02-06,24.187508,1512.119995
2013-02-07,24.134428,1509.390015
2013-02-08,24.373293,1517.930054
2013-02-11,24.647547,1517.01001
2013-02-12,24.665241,1519.430054
2013-02-13,24.797943,1520.329956
2013-02-14,24.806795,1521.380005
2013-02-15,24.780249,1519.790039
2013-02-19,25.021101,1530.939941
2013-02-20,24.860533,1511.949951
2013-02-21,24.52157,1502.420044
2013-02-22,24.762409,1515.599976
2013-02-25,24.414526,1487.849976
2013-02-26,24.414526,1496.939941
2013-02-27,24.807014,1515.98999
2013-02-28,24.798092,1514.680054
2013-03-01,24.931898,1518.199951
2013-03-04,25.1103,1525.199951
2013-03-05,25.2887,1539.790039
2013-03-06,25.05678,1541.459961
2013-03-07,25.101379,1544.26001
2013-03-08,24.976496,1551.180054
2013-03-11,24.860533,1556.219971
2013-03-12,24.896212,1552.47998
2013-03-13,24.905134,1554.52002
2013-03-14,25.101379,1563.22998
2013-03-15,25.012177,1560.699951
2013-03-18,25.065699,1552.099976
2013-03-19,25.137058,1548.339966
2013-03-20,25.261942,1558.709961
2013-03-21,25.074625,1545.800049
2013-03-22,25.199501,1556.890015
2013-03-25,25.119221,1551.689941
2013-03-26,25.119221,1563.77002
2013-03-27,25.30654,1562.849976
2013-03-28,25.520626,1569.189941
2013-04-01,25.520626,1562.170044
2013-04-02,25.690111,1570.25
2013-04-03,25.476025,1553.689941
2013-04-04,25.511705,1559.97998
2013-04-05,25.60091,1553.280029
2013-04-08,25.502785,1563.069946
2013-04-09,26.41264,1568.609985
2013-04-10,27.010302,1587.72998
2013-04-11,25.814993,1593.369995
2013-04-12,25.681192,1588.849976
2013-04-15,25.591991,1552.359985
2013-04-16,25.841755,1574.569946
2013-04-17,25.716869,1552.01001
2013-04-18,25.681192,1541.609985
2013-04-19,26.555367,1555.25
2013-04-22,27.500906,1562.5
2013-04-23,27.295742,1578.780029
2013-04-24,28.330481,1578.790039
2013-04-25,28.491045,1585.160034
2013-04-26,28.357244,1582.23999
2013-04-29,29.088699,1593.609985
2013-04-30,29.525787,1597.569946
2013-05-01,29.186825,1582.699951
2013-05-02,29.579309,1597.589966
2013-05-03,29.873671,1614.420044
2013-05-06,30.105598,1617.5
2013-05-07,29.713112,1625.959961
2013-05-08,29.427666,1632.689941
2013-05-09,29.133297,1626.670044
2013-05-10,29.160057,1633.699951
2013-05-13,29.463345,1633.77002
2013-05-14,30.119089,1650.339966
2013-05-15,30.406532,1658.780029
2013-05-16,30.613134,1650.469971
2013-05-17,31.322773,1667.469971
2013-05-20,31.51141,1666.290039
2013-05-21,31.304804,1669.160034
2013-05-22,31.089224,1655.349976
2013-05-23,30.676014,1650.51001
2013-05-24,30.783806,1649.599976
2013-05-28,31.457514,1660.060059
2013-05-29,31.33176,1648.359985
2013-05-30,31.466496,1654.410034
2013-05-31,31.349716,1630.73999
2013-06-03,31.969524,1640.420044
2013-06-04,31.430565,1631.380005
2013-06-05,31.241924,1608.900024
2013-06-06,31.403618,1622.560059
2013-06-07,32.041389,1643.380005
2013-06-10,31.861731,1642.810059
2013-06-11,31.29582,1626.130005
2013-06-12,31.439554,1612.52002
2013-06-13,31.188034,1636.359985
2013-06-14,30.900585,1626.72998
2013-06-17,31.439554,1639.040039
2013-06-18,31.421576,1651.810059
2013-06-19,31.071251,1628.930054
2013-06-20,30.083151,1588.189941
2013-06-21,29.885529,1592.430054
2013-06-24,30.289759,1573.089966
2013-06-25,30.244841,1588.030029
2013-06-26,30.855673,1603.26001
2013-06-27,31.098204,1613.199951
2013-06-28,31.026337,1606.280029
2013-07-01,30.864662,1614.959961
2013-07-02,30.487379,1614.079956
2013-07-03,30.550257,1615.410034
2013-07-05,30.729912,1631.890015
2013-07-08,30.837706,1640.459961
2013-07-09,30.855673,1652.319946
2013-07-10,31.170071,1652.619995
2013-07-11,32.059353,1675.02002
2013-07-12,32.041389,1680.189941
2013-07-15,32.490517,1682.5
2013-07-16,32.58036,1676.26001
2013-07-17,32.104271,1680.910034
2013-07-18,31.834797,1689.369995
2013-07-19,28.205761,1692.089966
2013-07-22,28.753712,1695.530029
2013-07-23,28.583038,1692.390015
2013-07-24,28.708797,1685.939941
2013-07-25,28.196781,1690.25
2013-07-26,28.403385,1691.650024
2013-07-29,28.331526,1685.329956
2013-07-30,28.609987,1685.959961
2013-07-31,28.601006,1685.72998
2013-08-01,28.448298,1706.869995
2013-08-02,28.64592,1709.670044
2013-08-05,28.475248,1707.140015
2013-08-06,28.367453,1697.369995
2013-08-07,28.798624,1690.910034
2013-08-08,29.544191,1697.47998
2013-08-09,29.373514,1691.420044
2013-08-12,29.526224,1689.469971
2013-08-13,29.15534,1694.160034
2013-08-14,29.263887,1685.390015
2013-08-15,28.757315,1661.319946
2013-08-16,28.766354,1655.829956
2013-08-19,28.395472,1646.060059
2013-08-20,28.603529,1652.349976
2013-08-21,28.594486,1642.800049
2013-08-22,29.300074,1656.959961
2013-08-23,31.434933,1663.5
2013-08-26,30.892174,1656.780029
2013-08-27,30.08708,1630.47998
2013-08-28,29.869976,1634.959961
2013-08-29,30.349413,1638.170044
2013-08-30,30.213722,1632.969971
2013-09-03,28.83873,1639.77002
2013-09-04,28.223595,1653.079956
2013-09-05,28.250734,1655.079956
2013-09-06,28.178368,1655.170044
2013-09-09,28.639713,1671.709961
2013-09-10,29.300074,1683.98999
2013-09-11,29.616686,1689.130005
2013-09-12,29.571455,1683.420044
2013-09-13,29.879021,1687.98999
2013-09-16,29.670963,1697.599976
2013-09-17,29.788563,1704.76001
2013-09-18,30.141354,1725.52002
2013-09-19,30.430828,1722.339966
2013-09-20,29.661915,1709.910034
2013-09-23,29.616686,1701.839966
2013-09-24,29.354351,1697.420044
2013-09-25,29.408625,1692.77002
2013-09-26,29.643829,1698.670044
2013-09-27,30.096127,1691.75
2013-09-30,30.105165,1681.550049
2013-10-01,30.376556,1695
2013-10-02,30.684118,1693.869995
2013-10-03,30.629837,1678.660034
2013-10-04,30.64793,1690.5
2013-10-07,30.123264,1676.119995
2013-10-08,29.860929,1655.449951
2013-10-09,29.915203,1656.400024
2013-10-10,30.539377,1692.560059
2013-10-11,30.874081,1703.199951
2013-10-14,31.163561,1710.140015
2013-10-15,31.199738,1698.060059
2013-10-16,31.33543,1721.540039
2013-10-17,31.588715,1733.150024
2013-10-18,31.624895,1744.5
2013-10-21,31.652037,1744.660034
2013-10-22,31.281153,1754.670044
2013-10-23,30.539377,1746.380005
2013-10-24,30.503197,1752.069946
2013-10-25,32.321449,1759.77002
2013-10-28,32.176708,1762.109985
2013-10-29,32.131481,1771.949951
2013-10-30,32.14957,1763.310059
2013-10-31,32.031979,1756.540039
2013-11-01,32.140526,1761.640015
2013-11-04,32.51141,1767.930054
2013-11-05,33.144642,1762.969971
2013-11-06,34.53772,1770.48999
2013-11-07,33.922592,1747.150024
2013-11-08,34.17588,1770.609985
2013-11-11,34.004005,1771.890015
2013-11-12,33.795948,1767.689941
2013-11-13,34.51963,1782
2013-11-14,34.39299,1790.619995
2013-11-15,34.230156,1798.180054
2013-11-18,33.651218,1791.530029
2013-11-19,33.487144,1787.869995
2013-11-20,33.797043,1781.369995
2013-11-21,34.088707,1795.849976
2013-11-22,34.243664,1804.76001
2013-11-25,34.307465,1802.47998
2013-11-26,34.043137,1802.75
2013-11-27,34.271008,1807.22998
2013-11-29,34.754086,1805.810059
2013-12-02,35.045742,1800.900024
2013-12-03,34.918148,1795.150024
2013-12-04,35.492359,1792.810059
2013-12-05,34.635593,1785.030029
2013-12-06,34.963715,1805.089966
2013-12-09,35.28273,1808.369995
2013-12-10,34.735859,1802.619995
2013-12-11,34.280121,1782.219971
2013-12-12,33.924656,1775.5
2013-12-13,33.441578,1775.319946
2013-12-16,33.623871,1786.540039
2013-12-17,33.286625,1781
2013-12-18,33.341316,1810.650024
2013-12-19,33.040531,1809.599976
2013-12-20,33.54184,1818.319946
2013-12-23,33.377769,1827.98999
2013-12-24,33.797043,1833.319946
2013-12-26,34.125175,1842.02002
2013-12-27,33.988449,1841.400024
2013-12-30,33.988449,1841.069946
2013-12-31,34.097832,1848.359985
2014-01-02,33.869965,1831.97998
2014-01-03,33.642101,1831.369995
2014-01-06,32.931156,1826.77002
2014-01-07,33.186363,1837.880005
2014-01-08,32.593906,1837.48999
2014-01-09,32.384281,1838.130005
2014-01-10,32.849125,1842.369995
2014-01-13,31.882977,1819.199951
2014-01-14,32.612141,1838.880005
2014-01-15,33.505371,1848.380005
2014-01-16,33.623871,1845.890015
2014-01-17,33.159023,1838.699951
2014-01-21,32.967613,1843.800049
2014-01-22,32.748867,1844.859985
2014-01-23,32.867359,1828.459961
2014-01-24,33.550957,1790.290039
2014-01-27,32.840012,1781.560059
2014-01-28,33.058762,1792.5
2014-01-29,33.41423,1774.199951
2014-01-30,33.596531,1794.189941
2014-01-31,34.489761,1782.589966
2014-02-03,33.250168,1741.890015
2014-02-04,33.131676,1755.199951
2014-02-05,32.648602,1751.640015
2014-02-06,32.976734,1773.430054
2014-02-07,33.32309,1797.02002
2014-02-10,33.54184,1799.839966
2014-02-11,33.879078,1819.75
2014-02-12,34.152523,1819.26001
2014-02-13,34.280121,1829.829956
2014-02-14,34.289234,1838.630005
2014-02-18,34.362694,1840.76001
2014-02-19,34.445351,1828.75
2014-02-20,34.665737,1839.780029
2014-02-21,34.876949,1836.25
2014-02-24,34.610645,1847.609985
2014-02-25,34.4729,1845.119995
2014-02-26,34.408615,1845.160034
2014-02-27,34.76675,1854.290039
2014-02-28,35.179985,1859.449951
2014-03-03,34.693287,1845.72998
2014-03-04,35.271809,1873.910034
2014-03-05,34.996326,1873.810059
2014-03-06,35.033062,1877.030029
2014-03-07,34.803478,1878.040039
2014-03-10,34.730022,1877.170044
2014-03-11,34.913673,1867.630005
2014-03-12,35.143253,1868.199951
2014-03-13,34.794296,1846.339966
2014-03-14,34.61982,1841.130005
2014-03-17,34.941223,1858.829956
2014-03-18,36.318672,1872.25
2014-03-19,36.06155,1860.77002
2014-03-20,37.034946,1872.01001
2014-03-21,36.878841,1866.52002
2014-03-24,37.191051,1857.439941
2014-03-25,37.044132,1865.619995
2014-03-26,36.539066,1852.560059
2014-03-27,36.144199,1849.040039
2014-03-28,37.007393,1857.619995
2014-03-31,37.641026,1872.339966
2014-04-01,38.035889,1885.52002
2014-04-02,37.971603,1890.900024
2014-04-03,37.659393,1888.77002
2014-04-04,36.61253,1865.089966
2014-04-07,36.548252,1845.040039
2014-04-08,36.566612,1851.959961
2014-04-09,37.163506,1872.180054
2014-04-10,36.144199,1833.079956
2014-04-11,36.006454,1815.689941
2014-04-14,35.978901,1830.609985
2014-04-15,36.502331,1842.97998
2014-04-16,37.099232,1862.310059
2014-04-17,36.741089,1864.849976
2014-04-21,36.676807,1871.890015
2014-04-22,36.722725,1879.550049
2014-04-23,36.447235,1875.390015
2014-04-24,36.603344,1878.609985
2014-04-25,36.649265,1863.400024
2014-04-28,37.530827,1869.430054
2014-04-29,37.200241,1878.329956
2014-04-30,37.099232,1883.949951
2014-05-01,36.731899,1883.680054
2014-05-02,36.447235,1881.140015
2014-05-05,36.208477,1884.660034
2014-05-06,35.868713,1867.719971
2014-05-07,36.199291,1878.209961
2014-05-08,36.401321,1875.630005
2014-05-09,36.30949,1878.47998
2014-05-12,36.704357,1896.650024
2014-05-13,37.379444,1897.449951
2014-05-14,37.21299,1888.530029
2014-05-15,36.621128,1870.849976
2014-05-16,36.833828,1877.859985
2014-05-19,36.75985,1885.079956
2014-05-20,36.695107,1872.829956
2014-05-21,37.314713,1888.030029
2014-05-22,37.083515,1892.48999
2014-05-23,37.102013,1900.530029
2014-05-27,37.166744,1911.910034
2014-05-28,37.00029,1909.780029
2014-05-29,37.30547,1920.030029
2014-05-30,37.860325,1923.569946
2014-06-02,37.721615,1924.969971
2014-06-03,37.259228,1924.23999
2014-06-04,37.286964,1927.880005
2014-06-05,38.11002,1940.459961
2014-06-06,38.359707,1949.439941
2014-06-09,38.165508,1951.27002
2014-06-10,38.017544,1950.790039
2014-06-11,37.786346,1943.890015
2014-06-12,37.527412,1930.109985
2014-06-13,38.128513,1936.160034
2014-06-16,38.378204,1937.780029
2014-06-17,38.544666,1941.98999
2014-06-18,38.516922,1956.97998
2014-06-19,38.387444,1959.47998
2014-06-20,38.544666,1962.869995
2014-06-23,38.831345,1962.609985
2014-06-24,38.609398,1949.97998
2014-06-25,38.868332,1959.530029
2014-06-26,38.581654,1957.219971
2014-06-27,39.071789,1960.959961
2014-06-30,38.56316,1960.22998
2014-07-01,38.720371,1973.319946
2014-07-02,38.748119,1974.619995
2014-07-03,38.655636,1985.439941
2014-07-07,38.831345,1977.650024
2014-07-08,38.637142,1963.709961
2014-07-09,38.535419,1972.829956
2014-07-10,38.553909,1964.680054
2014-07-11,38.92382,1967.569946
2014-07-14,38.970055,1977.099976
2014-07-15,39.256744,1973.280029
2014-07-16,40.764126,1981.569946
2014-07-17,41.180275,1958.119995
2014-07-18,41.328239,1978.219971
2014-07-21,41.466953,1973.630005
2014-07-22,41.45771,1983.530029
2014-07-23,41.494701,1987.01001
2014-07-24,41.060055,1987.97998
2014-07-25,41.152534,1978.339966
2014-07-28,40.662403,1978.910034
2014-07-29,40.588417,1969.949951
2014-07-30,40.301739,1970.069946
2014-07-31,39.91333,1930.670044
2014-08-01,39.635902,1925.150024
2014-08-04,40.107533,1938.98999
2014-08-05,39.839352,1920.209961
2014-08-06,39.524925,1920.23999
2014-08-07,39.978069,1909.569946
2014-08-08,39.950333,1931.589966
2014-08-11,39.950333,1936.920044
2014-08-12,40.24625,1933.75
2014-08-13,40.764126,1946.719971
2014-08-14,40.939835,1955.180054
2014-08-15,41.420712,1955.060059
2014-08-18,41.716652,1971.73999
2014-08-19,42.181919,1981.599976
2014-08-20,41.828312,1986.51001
2014-08-21,42.079563,1992.369995
2014-08-22,42.01442,1988.400024
2014-08-25,42.033031,1997.920044
2014-08-26,41.88414,2000.02002
2014-08-27,41.753864,2000.119995
2014-08-28,41.763168,1996.73999
2014-08-29,42.274979,2003.369995
2014-09-02,41.95858,2002.280029
2014-09-03,41.83762,2000.719971
2014-09-04,42.116783,1997.650024
2014-09-05,42.721645,2007.709961
2014-09-08,43.242756,2001.540039
2014-09-09,43.512611,1988.439941
2014-09-10,43.587055,1995.689941
2014-09-11,43.735939,1997.449951
2014-09-12,43.456783,1985.540039
2014-09-15,43.028725,1984.130005
2014-09-16,43.512611,1998.97998
2014-09-17,43.289276,2001.569946
2014-09-18,43.438168,2011.359985
2014-09-19,44.21983,2010.400024
2014-09-22,43.791779,1994.290039
2014-09-23,43.326504,1982.77002
2014-09-24,43.81039,1998.300049
2014-09-25,42.842613,1965.98999
2014-09-26,43.18692,1982.849976
2014-09-29,43.214836,1977.800049
2014-09-30,43.140381,1972.290039
2014-10-01,42.712345,1946.160034
2014-10-02,42.582054,1946.170044
2014-10-03,42.889137,1967.900024
2014-10-06,42.889137,1964.819946
2014-10-07,42.368038,1935.099976
2014-10-08,43.531223,1968.890015
2014-10-09,42.665806,1928.209961
2014-10-10,40.972202,1906.130005
2014-10-13,40.618599,1874.73999
2014-10-14,40.693043,1877.699951
2014-10-15,40.21846,1862.48999
2014-10-16,39.771793,1862.76001
2014-10-17,40.599991,1886.76001
2014-10-20,41.018726,1904.01001
2014-10-21,41.763168,1941.280029
2014-10-22,41.297897,1927.109985
2014-10-23,41.893452,1950.819946
2014-10-24,42.926361,1964.579956
2014-10-27,42.721645,1961.630005
2014-10-28,43.26136,1985.050049
2014-10-29,43.382332,1982.300049
2014-10-30,42.851913,1994.650024
2014-10-31,43.689419,2018.050049
2014-11-03,44.145386,2017.810059
2014-11-04,44.266357,2012.099976
2014-11-05,44.536217,2023.569946
2014-11-06,45.317886,2031.209961
2014-11-07,45.299274,2031.920044
2014-11-10,45.494686,2038.26001
2014-11-11,45.47607,2039.680054
2014-11-12,45.392326,2038.25
2014-11-13,46.16468,2039.329956
2014-11-14,46.136768,2039.819946
2014-11-17,46.025105,2041.319946
2014-11-18,45.641171,2051.800049
2014-11-19,45.154228,2048.719971
2014-11-20,45.603718,2052.75
2014-11-21,44.929489,2063.5
2014-11-24,44.564281,2069.409912
2014-11-25,44.451908,2067.030029
2014-11-26,44.714111,2072.830078
2014-11-28,44.770294,2067.560059
2014-12-01,45.528797,2053.439941
2014-12-02,45.378967,2066.550049
2014-12-03,45.023132,2074.330078
2014-12-04,45.734806,2071.919922
2014-12-05,45.341511,2075.370117
2014-12-08,44.667294,2060.310059
2014-12-09,44.564281,2059.820068
2014-12-10,43.918152,2026.140015
2014-12-11,44.170986,2035.329956
2014-12-12,43.964966,2002.329956
2014-12-15,43.70277,1989.630005
2014-12-16,42.288784,1972.73999
2014-12-17,42.831905,2012.890015
2014-12-18,44.49873,2061.22998
2014-12-19,44.629833,2070.649902
2014-12-22,44.929489,2078.540039
2014-12-23,45.36961,2082.169922
2014-12-24,45.079311,2081.879883
2014-12-26,44.83585,2088.77002
2014-12-29,44.433186,2090.570068
2014-12-30,44.030525,2080.350098
2014-12-31,43.496765,2058.899902
2015-01-02,43.787056,2058.199951
2015-01-05,43.384392,2020.579956
2015-01-06,42.747623,2002.609985
2015-01-07,43.290749,2025.900024
2015-01-08,44.564281,2062.139893
2015-01-09,44.189716,2044.810059
2015-01-12,43.637222,2028.26001
2015-01-13,43.412487,2023.030029
2015-01-14,43.037914,2011.27002
2015-01-15,42.588432,1992.670044
2015-01-16,43.30011,2019.420044
2015-01-20,43.440578,2022.550049
2015-01-21,43.00045,2032.119995
2015-01-22,44.13353,2063.149902
2015-01-23,44.180351,2051.820068
2015-01-26,44.021156,2057.090088
2015-01-27,39.947731,2029.550049
2015-01-28,38.571182,2002.160034
2015-01-29,39.339046,2021.25
2015-01-30,37.831413,1994.98999
2015-02-02,38.655464,2020.849976
2015-02-03,38.955116,2050.030029
2015-02-04,39.179871,2041.51001
2015-02-05,39.751076,2062.52002
